img_name,x_min,y_min,x_max,y_max,label,prob,scaled_size,actual_size
000000000724,201.999984375,258.9999530956848,222.000046875,286.0,unknown,1.0,(1066|800),(500|375)
000000000776,1.000022,56.0,345.9999615,528.0,unknown,1.0,(1196|800),(640|428)
000000000776,2.000044,278.0,321.0,632.9999732441471,unknown,1.0,(1196|800),(640|428)
000000000776,94.000035,5.000026755852843,428.0,551.0000267558528,unknown,1.0,(1196|800),(640|428)
000000000776,1.000022,0.0,429.000022,641.0000267558528,unknown,1.0,(1196|800),(640|428)
000000000785,280.0,43.999984375,500.00000000000006,392.000025,person,1.0,(800|1204),(425|640)
000000000785,204.99997342192694,361.999965625,616.0,401.0000375,unknown,1.0,(800|1204),(425|640)
000000000802,245.00002600000002,184.99998011599004,411.00000100000005,541.9999337199669,unknown,1.0,(1207|800),(640|424)
000000000802,32.999973000000004,288.99998011599,160.00000400000002,520.9999801159901,unknown,1.0,(1207|800),(640|424)
000000000872,408.00002737499995,172.0,427.99995337499996,189.0,unknown,1.0,(824|800),(640|621)
000000000872,145.000006875,100.0,437.999994,559.0,person,1.0,(824|800),(640|621)
000000000872,163.000002375,126.0,430.000039125,607.0,person,1.0,(824|800),(640|621)
000000000872,368.000020125,157.0,426.999988125,203.99999999999997,unknown,1.0,(824|800),(640|621)
000000000885,277.00000667222685,189.000021,418.0000133444537,399.00000875,person,1.0,(800|1199),(427|640)
000000000885,281.0000333611343,89.00003699999999,392.9999799833194,259.99997974999997,person,1.0,(800|1199),(427|640)
000000000885,594.9999933277732,24.999995999999996,640.0,253.99998924999997,person,1.0,(800|1199),(427|640)
000000000885,433.99995996663887,0.0,467.99997331109256,13.999995624999999,person,1.0,(800|1199),(427|640)
000000000885,287.00002001668054,0.0,333.00000667222685,11.999980999999998,person,1.0,(800|1199),(427|640)
000000000885,400.0,268.00003825,481.99995996663887,309.0000445,unknown,1.0,(800|1199),(427|640)
000000000885,541.0000600500417,0.9999806249999998,608.0,11.999980999999998,person,1.0,(800|1199),(427|640)
000000000885,0.9999799833194328,0.0,61.00000667222685,10.000019749999998,person,1.0,(800|1199),(427|640)
000000000885,498.9999933277731,0.0,575.0000200166805,14.99997625,person,1.0,(800|1199),(427|640)
000000001000,47.00001500938087,303.0,95.00001500938087,390.99996,unknown,1.0,(800|1066),(480|640)
000000001000,20.000000000000004,225.99996000000002,74.00003001876173,348.99996,unknown,1.0,(800|1066),(480|640)
000000001000,196.0,223.99998,268.0,342.0,unknown,1.0,(800|1066),(480|640)
000000001000,114.99995497185742,151.99998,199.0000150093809,381.0,person,1.0,(800|1066),(480|640)
000000001000,404.99998499061917,120.0,444.00000000000006,165.99996000000002,person,1.0,(800|1066),(480|640)
000000001000,264.99998499061917,94.99998000000001,355.00001500938095,412.00002,person,1.0,(800|1066),(480|640)
000000001000,208.99998499061914,174.0,308.99998499061917,423.99996,person,1.0,(800|1066),(480|640)
000000001000,504.00000000000006,190.99998,640.9999849906192,480.99996,person,1.0,(800|1066),(480|640)
000000001000,409.99996998123834,208.00001999999998,525.9999699812383,480.99996,person,1.0,(800|1066),(480|640)
000000001000,380.00000000000006,159.0,470.0000300187618,480.0,person,1.0,(800|1066),(480|640)
000000001000,329.99996998123834,153.99996000000002,414.0000300187618,468.99996,person,1.0,(800|1066),(480|640)
000000001000,409.99996998123834,106.99998000000001,499.0000150093809,229.00001999999998,person,1.0,(800|1066),(480|640)
000000001000,182.99995497185742,121.00001999999999,280.0,395.00003999999996,person,1.0,(800|1066),(480|640)
000000001000,209.0000450281426,162.99996000000002,272.00000000000006,222.0,unknown,1.0,(800|1066),(480|640)
000000001000,41.99996998123827,223.00001999999998,99.00001500938086,274.99998,unknown,1.0,(800|1066),(480|640)
000000001000,52.0,184.99998,112.00000000000001,397.99998,person,1.0,(800|1066),(480|640)
000000001000,349.0000450281426,118.00001999999999,403.0000150093809,160.00001999999998,person,1.0,(800|1066),(480|640)
000000001268,192.0,223.99998337499997,267.99997331109256,258.999999125,bird,1.0,(800|1199),(427|640)
000000001268,124.00002668890741,123.99999937499999,264.9999799833194,142.00002424999997,boat,1.0,(800|1199),(427|640)
000000001268,0.0,129.00000925,106.0000133444537,145.00001949999998,boat,1.0,(800|1199),(427|640)
000000001268,23.00002001668057,213.00003637499998,77.00000667222686,283.00001449999996,person,1.0,(800|1199),(427|640)
000000001268,501.00000667222685,77.000002625,640.9999799833193,421.99999012499995,person,1.0,(800|1199),(427|640)
000000001268,402.0000133444537,205.00003124999998,467.99997331109256,294.000014875,person,1.0,(800|1199),(427|640)
000000001268,0.0,209.00000712499997,24.999979983319434,290.00003899999996,person,1.0,(800|1199),(427|640)
000000001268,528.0,180.00003525,558.9999666388658,200.00002137499996,unknown,1.0,(800|1199),(427|640)
000000001268,21.000006672226853,231.00000787499997,45.00000667222685,283.00001449999996,unknown,1.0,(800|1199),(427|640)
000000001268,492.00002668890744,197.00002612499998,595.9999733110926,426.00001937499997,unknown,1.0,(800|1199),(427|640)
000000001268,290.99999332777315,85.99998837499999,413.9999866555463,144.000038875,boat,1.0,(800|1199),(427|640)
000000001296,298.999971375,143.00002001668054,371.999998125,279.0000200166806,unknown,1.0,(1199|800),(640|427)
000000001296,371.00001749999996,407.99999999999994,390.000023,424.99997998331946,unknown,1.0,(1199|800),(640|427)
000000001296,7.000024499999999,0.9999799833194328,428.00003399999997,635.9999733110926,person,1.0,(1199|800),(640|427)
000000001296,261.99999437499997,24.999979983319434,409.99995574999997,239.00002001668057,person,1.0,(1199|800),(640|427)
000000001353,66.0,323.0,257.000015625,462.9999530956848,train,1.0,(1066|800),(500|375)
000000001353,214.00003124999998,154.0,282.0,284.00000000000006,person,1.0,(1066|800),(500|375)
000000001353,148.00003125,136.0,225.00004687499998,190.0,person,1.0,(1066|800),(500|375)
000000001353,138.0,198.00000000000003,267.0,383.00000000000006,person,1.0,(1066|800),(500|375)
000000001353,62.000015624999996,213.0,179.000015625,357.0,person,1.0,(1066|800),(500|375)
000000001353,132.999984375,180.0,211.00003125,254.00000000000003,person,1.0,(1066|800),(500|375)
000000001353,188.000015625,182.0,221.000015625,246.0,person,1.0,(1066|800),(500|375)
000000001425,64.0,184.0,441.0,404.0,unknown,1.0,(800|1000),(512|640)
000000001425,486.0,182.0,641.0,384.0,unknown,1.0,(800|1000),(512|640)
000000001490,447.99995195195197,118.00000838414634,500.0,241.99999847560974,person,1.0,(656|1332),(315|640)
000000001490,359.000024024024,229.99998704268293,578.999927927928,245.99997027439025,unknown,1.0,(656|1332),(315|640)
000000001503,0.0,99.0,127.00001500938087,235.99998,unknown,1.0,(800|1066),(240|320)
000000001503,120.00000000000001,177.0,159.0000150093809,201.0,unknown,1.0,(800|1066),(240|320)
000000001503,160.99998499061914,151.99998,315.9999699812383,198.0,unknown,1.0,(800|1066),(240|320)
000000001503,124.99998499061915,11.00001,237.9999699812383,101.00000999999999,unknown,1.0,(800|1066),(240|320)
000000001503,304.99998499061917,153.99999,320.00000000000006,164.99997,unknown,1.0,(800|1066),(240|320)
000000001532,0.999984990619137,368.99994,120.00000000000001,472.99998,car,1.0,(800|1066),(480|640)
000000001532,500.9999849906192,396.99996,551.9999399624766,444.0,car,1.0,(800|1066),(480|640)
000000001532,200.00000000000003,400.99998,234.00003001876175,427.99998,car,1.0,(800|1066),(480|640)
000000001532,105.99996998123828,375.0,185.99996998123828,435.99996,car,1.0,(800|1066),(480|640)
000000001532,225.0000450281426,391.00002,245.99996998123828,406.99998,truck,1.0,(800|1066),(480|640)
000000001532,425.9999699812383,398.99994,490.9999549718575,454.99998,car,1.0,(800|1066),(480|640)
000000001532,405.00004502814267,402.0,432.0,429.99996,car,1.0,(800|1066),(480|640)
000000001532,224.99998499061917,360.99996,420.9999249530957,480.99996,car,1.0,(800|1066),(480|640)
000000001584,125.99993700000002,89.999955,524.9999925,536.000004,bus,1.0,(800|800),(612|612)
000000001584,189.99999000000003,303.99998400000004,250.000011,370.99998450000004,person,1.0,(800|800),(612|612)
000000001584,434.999961,338.0000265,451.999944,364.000005,person,1.0,(800|800),(612|612)
000000001584,298.0000125,333.9999945,333.9999945,369.000045,person,1.0,(800|800),(612|612)
000000001584,174.000015,169.999983,204.0000255,194.000022,person,1.0,(800|800),(612|612)
000000001584,297.0000045,159.9999795,322.999983,182.0000025,person,1.0,(800|800),(612|612)
000000001584,120.99997350000001,388.9999755,129.0000375,410.9999985,person,1.0,(800|800),(612|612)
000000001584,568.0000305,316.00000350000005,613.000008,405.000027,bus,1.0,(800|800),(612|612)
000000001584,91.0000395,388.000044,104.99999849999999,424.000026,person,1.0,(800|800),(612|612)
000000001584,212.000013,167.999967,231.000012,189.99999000000003,person,1.0,(800|800),(612|612)
000000001584,78.00001200000001,377.0000325,98.00001900000001,431.0000055,person,1.0,(800|800),(612|612)
000000001584,101.00004299999999,397.0000395,116.00000999999999,429.9999975,person,1.0,(800|800),(612|612)
000000001584,112.999986,390.9999915,127.0000215,431.0000055,person,1.0,(800|800),(612|612)
000000001584,502.000038,314.9999955,567.000099,386.000028,bus,1.0,(800|800),(612|612)
000000001675,0.0,13.99998,640.9999849906192,307.99998,cat,1.0,(800|1066),(480|640)
000000001675,61.000045028142594,366.99996,569.9999699812383,474.0,unknown,1.0,(800|1066),(480|640)
000000001761,282.000033875,138.99999332777315,333.999987125,183.99999999999997,aeroplane,1.0,(1199|800),(640|427)
000000001761,150.000029375,8.0,225.00001737499997,85.99998665554628,aeroplane,1.0,(1199|800),(640|427)
000000001761,11.000000374999997,615.0000200166805,16.999990874999998,628.0000266889074,person,1.0,(1199|800),(640|427)
000000001761,3.9999758749999996,615.9999999999999,11.999980999999998,627.000046705588,person,1.0,(1199|800),(640|427)
000000001761,14.99997625,614.000093411176,22.000000749999995,628.0000800667223,person,1.0,(1199|800),(640|427)
000000001761,35.999996374999995,624.9999799833195,41.999986875,633.0000333611342,person,1.0,(1199|800),(640|427)
000000001761,21.000020124999995,617.0000333611343,29.000025249999997,627.9999733110926,person,1.0,(1199|800),(640|427)
000000001818,178.00000000000003,0.9999718750000001,640.9999734219269,426.000025,zebra,1.0,(800|1204),(425|640)
000000001818,0.0,0.9999718750000001,638.0,426.000025,zebra,1.0,(800|1204),(425|640)
000000001993,257.9999868959869,193.99998537500002,615.0000065520065,414.9999641250001,unknown,1.0,(800|1221),(419|640)
000000001993,109.00001965601966,250.00001625000002,227.9999737919738,409.00004125000004,unknown,1.0,(800|1221),(419|640)
000000001993,0.0,298.00002775,36.000026208026206,408.999988875,unknown,1.0,(800|1221),(419|640)
000000001993,0.0,250.99995975000002,154.99998034398033,419.9999435000001,unknown,1.0,(800|1221),(419|640)
000000002006,46.00003001876173,79.99998000000001,609.9999699812383,427.00002,bus,1.0,(800|1066),(480|640)
000000002006,312.99998499061917,189.0,378.0000300187618,256.99998,person,1.0,(800|1066),(480|640)
000000002006,4.9999849906191365,252.0,51.00001500938087,361.99998,person,1.0,(800|1066),(480|640)
000000002006,334.0000300187618,217.99998,348.0000600375235,235.00001999999998,unknown,1.0,(800|1066),(480|640)
000000002006,27.000015009380864,271.99998,32.99998499061914,304.99998,unknown,1.0,(800|1066),(480|640)
000000002006,8.999984990619138,51.0,33.99996998123828,76.99998000000001,person,1.0,(800|1066),(480|640)
000000002006,55.00001500938087,0.0,70.00003001876173,31.99998,unknown,1.0,(800|1066),(480|640)
000000002006,120.99998499061915,64.99998,128.0,76.99998000000001,unknown,1.0,(800|1066),(480|640)
000000002149,0.0,71.00001212499998,640.0,421.99999012499995,unknown,1.0,(800|1199),(427|640)
000000002149,96.0,93.99999349999999,340.0000266889074,325.99998199999993,unknown,1.0,(800|1199),(427|640)
000000002153,283.0000150093809,274.00002,467.0000150093809,445.99998,person,1.0,(800|1066),(480|640)
000000002153,370.99995497185745,207.0,434.0000300187618,405.99996,person,1.0,(800|1066),(480|640)
000000002153,372.0,184.00001999999998,460.0000600375235,237.0,unknown,1.0,(800|1066),(480|640)
000000002153,174.00003001876175,0.0,240.00000000000003,120.0,person,1.0,(800|1066),(480|640)
000000002153,275.0000150093809,301.99998,380.00000000000006,436.99998,person,1.0,(800|1066),(480|640)
000000002157,213.99998665554628,285.00002912499997,329.0000333611343,402.000004,unknown,1.0,(800|1199),(427|640)
000000002157,402.99999332777315,211.00002174999997,516.0000266889074,284.00004849999993,unknown,1.0,(800|1199),(427|640)
000000002157,16.0,173.00001074999997,269.9999866555463,366.99998824999994,unknown,1.0,(800|1199),(427|640)
000000002157,229.99998665554628,52.000006625,292.00002668890744,201.99998262499997,unknown,1.0,(800|1199),(427|640)
000000002157,138.00001334445372,27.000010624999998,200.99997998331943,170.00001549999996,unknown,1.0,(800|1199),(427|640)
000000002157,45.99998665554629,16.999990874999998,114.0000133444537,162.000010375,unknown,1.0,(800|1199),(427|640)
000000002157,90.99999332777314,87.000022375,157.99998665554628,171.99997674999997,unknown,1.0,(800|1199),(427|640)
000000002157,162.99999332777313,68.00001687499999,234.00001334445372,176.999986625,unknown,1.0,(800|1199),(427|640)
000000002157,112.99997998331942,14.99997625,167.00002001668057,93.000012875,unknown,1.0,(800|1199),(427|640)
000000002157,0.0,68.99999749999999,50.99999332777314,134.000019125,unknown,1.0,(800|1199),(427|640)
000000002157,50.000013344453706,60.00001174999999,111.00002001668057,154.999985875,unknown,1.0,(800|1199),(427|640)
000000002157,237.00000667222685,48.00003074999999,301.00000667222685,179.00000124999997,unknown,1.0,(800|1199),(427|640)
000000002157,2.9999933277731445,118.00000887499999,64.0,214.99999762499996,unknown,1.0,(800|1199),(427|640)
000000002157,490.0000133444537,165.99998624999998,557.0000600500416,234.00000312499998,unknown,1.0,(800|1199),(427|640)
000000002157,0.9999799833194328,33.000001125,640.9999799833193,423.000024125,unknown,1.0,(800|1199),(427|640)
000000002157,216.0,310.000025125,409.0000333611343,423.000024125,unknown,1.0,(800|1199),(427|640)
000000002261,282.99999332777315,151.99999062499998,381.99998665554625,272.00001412499995,person,1.0,(800|1199),(427|640)
000000002261,264.9999799833194,250.00001337499998,352.0,297.00001012499996,unknown,1.0,(800|1199),(427|640)
000000002299,101.0,225.99996349999998,110.0,242.9999965,unknown,1.0,(800|1324),(302|500)
000000002299,330.00000000000006,59.000003500000005,337.99996223564955,74.00000375,unknown,1.0,(800|1324),(302|500)
000000002299,409.00003776435045,60.999998500000004,416.99996223564955,76.99999625,unknown,1.0,(800|1324),(302|500)
000000002299,186.00000000000003,60.000001000000005,193.00000000000003,71.00001125,unknown,1.0,(800|1324),(302|500)
000000002299,70.00000000000001,188.9999805,135.0,302.0,person,1.0,(800|1324),(302|500)
000000002299,139.0,189.999978,212.0,299.0000075,person,1.0,(800|1324),(302|500)
000000002299,204.00003776435045,186.9999855,271.0,288.99999475,person,1.0,(800|1324),(302|500)
000000002299,257.0,192.00001075,331.00000000000006,287.99999725,person,1.0,(800|1324),(302|500)
000000002299,327.0,189.999978,391.0,285.99996450000003,person,1.0,(800|1324),(302|500)
000000002299,387.0000377643505,193.00000825,450.0,292.99998475,person,1.0,(800|1324),(302|500)
000000002299,393.99996223564955,126.99998450000001,436.00000000000006,219.9999785,person,1.0,(800|1324),(302|500)
000000002299,331.00000000000006,131.00001225,399.0,249.00001925,person,1.0,(800|1324),(302|500)
000000002299,321.99996223564955,128.9999795,362.0,201.99998574999998,person,1.0,(800|1324),(302|500)
000000002299,60.0,31.999995499999997,114.00000000000001,139.99998975,person,1.0,(800|1324),(302|500)
000000002299,99.0,79.99998875,147.0,154.99999,person,1.0,(800|1324),(302|500)
000000002299,431.0,134.00000475000002,474.00000000000006,275.9999895,person,1.0,(800|1324),(302|500)
000000002299,174.0,227.99999624999998,181.0,241.99999900000003,unknown,1.0,(800|1324),(302|500)
000000002299,234.0,219.9999785,246.00000000000003,236.00001400000002,unknown,1.0,(800|1324),(302|500)
000000002299,292.0,227.99999624999998,299.0000377643505,237.00001150000003,unknown,1.0,(800|1324),(302|500)
000000002299,231.0,57.00000850000001,238.00000000000003,70.00001375,unknown,1.0,(800|1324),(302|500)
000000002299,279.00003776435045,46.99999575,293.0,60.999998500000004,unknown,1.0,(800|1324),(302|500)
000000002299,284.00000000000006,118.00000700000001,326.00000000000006,227.99999624999998,person,1.0,(800|1324),(302|500)
000000002299,0.0,17.99999275,500.0,281.9999745,person,1.0,(800|1324),(302|500)
000000002431,307.00003250000003,1.0,431.00001325000005,210.0,unknown,1.0,(1120|800),(640|457)
000000002431,106.00000750000001,391.0,235.00002525000002,568.0000571428571,unknown,1.0,(1120|800),(640|457)
000000002431,357.00000262500004,415.0,457.999973125,633.0,unknown,1.0,(1120|800),(640|457)
000000002431,180.00001812500003,117.0,244.999985,194.0,unknown,1.0,(1120|800),(640|457)
000000002431,44.00001712500001,377.0,183.99996775,468.99994285714286,unknown,1.0,(1120|800),(640|457)
000000002431,437.000023375,480.0,454.99999662500005,496.99994285714286,unknown,1.0,(1120|800),(640|457)
000000002431,5.000037000000001,6.0,457.999973125,627.0,unknown,1.0,(1120|800),(640|457)
000000002431,102.00000075000001,0.0,205.00003175,121.0,person,1.0,(1120|800),(640|457)
000000002431,0.0,0.0,80.999993875,136.0,person,1.0,(1120|800),(640|457)
000000002473,243.00004670558798,93.000012875,375.00002001668054,244.00002287499998,person,1.0,(800|1199),(427|640)
000000002473,435.99997331109256,279.999965875,498.9999933277731,381.00003725,person,1.0,(800|1199),(427|640)
000000002473,119.00002001668057,341.00006499999995,143.99999999999997,386.000047125,person,1.0,(800|1199),(427|640)
000000002473,32.0,327.999996625,58.99999332777314,355.99998787499993,person,1.0,(800|1199),(427|640)
000000002473,285.00000667222685,215.99997825,329.0000333611343,267.00000424999996,unknown,1.0,(800|1199),(427|640)
000000002532,181.99998,305.0000450281426,285.0,474.0000300187618,person,1.0,(1066|800),(640|480)
000000002532,205.99998,443.0000150093809,267.0,492.0,unknown,1.0,(1066|800),(640|480)
000000002587,52.00000000000001,0.0,451.00000000000006,358.00003125,unknown,1.0,(800|1066),(375|500)
000000002587,172.0,9.999984375,418.00000000000006,267.0,unknown,1.0,(800|1066),(375|500)
000000002592,0.0,0.0,638.0,361.9999850393701,unknown,1.0,(762|1332),(366|640)
000000002592,222.0,34.000007086614175,432.999975975976,247.99996692913385,unknown,1.0,(762|1332),(366|640)
000000002592,26.999975975975975,215.99999133858267,616.999975975976,314.9999653543307,unknown,1.0,(762|1332),(366|640)
000000002685,104.99998264642083,277.000014375,150.99994793926248,352.99998,unknown,1.0,(800|922),(555|640)
000000002685,120.99998264642082,271.99995,180.99998264642085,336.99995437499996,unknown,1.0,(800|922),(555|640)
000000002685,136.99998264642082,263.000000625,176.99998264642082,311.99997937499995,unknown,1.0,(800|922),(555|640)
000000002685,160.0,248.000015625,180.0,286.00003312499996,unknown,1.0,(800|922),(555|640)
000000002685,168.0,236.99998499999998,185.99996529284167,266.00005312499997,unknown,1.0,(800|922),(555|640)
000000002685,140.0,255.99999375000002,177.99996529284164,290.99995875,unknown,1.0,(800|922),(555|640)
000000002685,175.00001735357918,234.999973125,185.99996529284167,253.00001062500002,unknown,1.0,(800|922),(555|640)
000000002685,314.9999479392625,55.999985624999994,638.9999479392625,441.000016875,person,1.0,(800|922),(555|640)
000000002685,280.99998264642085,98.000026875,455.0000173535792,345.000001875,person,1.0,(800|922),(555|640)
000000002685,24.999982646420822,217.99997624999997,212.99998264642082,549.9999356249999,person,1.0,(800|922),(555|640)
000000002685,183.00001735357918,122.000030625,316.9999826464208,190.99998937499998,person,1.0,(800|922),(555|640)
000000002685,153.99996529284164,246.999975,179.00001735357915,289.00001625,unknown,1.0,(800|922),(555|640)
000000002685,77.99996529284165,188.99997749999997,108.99998264642082,227.99996624999997,unknown,1.0,(800|922),(555|640)
000000002685,367.00001735357915,200.000008125,387.00001735357915,219.000016875,unknown,1.0,(800|922),(555|640)
000000002685,400.99998264642085,7.0000068749999995,608.0,345.000001875,person,1.0,(800|922),(555|640)
000000002685,502.00003470715836,255.0000225,542.9999479392625,315.000031875,unknown,1.0,(800|922),(555|640)
000000002685,283.0000173535792,147.000005625,297.99996529284164,154.99998374999998,unknown,1.0,(800|922),(555|640)
000000002685,140.0,315.000031875,175.00001735357918,352.99998,unknown,1.0,(800|922),(555|640)
000000002685,160.99998264642082,132.000020625,516.9999826464208,547.999993125,person,1.0,(800|922),(555|640)
000000002923,270.0,242.00006249999998,281.9999530956848,256.00003125,bird,1.0,(800|1066),(375|500)
000000002923,135.0,236.000015625,145.0,252.0,bird,1.0,(800|1066),(375|500)
000000002923,170.0,158.000015625,184.0,166.00003125,bird,1.0,(800|1066),(375|500)
000000002923,246.0,189.0,310.0,207.0,boat,1.0,(800|1066),(375|500)
000000002923,112.0,191.000015625,144.0,215.000015625,boat,1.0,(800|1066),(375|500)
000000002923,24.0,196.00003125,53.0,215.000015625,boat,1.0,(800|1066),(375|500)
000000002923,464.00000000000006,146.000015625,501.00000000000006,216.999984375,boat,1.0,(800|1066),(375|500)
000000003156,4.000013125,14.999993073593073,367.0000275,635.9999722943722,person,1.0,(1155|800),(640|443)
000000003156,0.0,161.99995844155845,62.00000962499999,224.0,unknown,1.0,(1155|800),(640|443)
000000003156,254.99999225,248.0,444.00001712499994,616.0,unknown,1.0,(1155|800),(640|443)
000000003255,246.0,319.00003055555555,258.0,358.0000111111111,person,1.0,(756|1332),(363|640)
000000003255,260.999975975976,311.0000099206349,274.0,357.00003253968254,person,1.0,(756|1332),(363|640)
000000003255,270.999975975976,313.0000150793651,290.00004804804803,358.9999896825397,person,1.0,(756|1332),(363|640)
000000003255,294.999975975976,313.0000150793651,318.0,353.00002222222224,person,1.0,(756|1332),(363|640)
000000003255,276.0,353.00002222222224,290.999975975976,358.9999896825397,unknown,1.0,(756|1332),(363|640)
000000003255,257.000024024024,342.9999964285714,264.0,355.00002738095236,unknown,1.0,(756|1332),(363|640)
000000003255,270.999975975976,318.00000396825396,282.999975975976,337.99995952380954,unknown,1.0,(756|1332),(363|640)
000000003255,235.00002402402401,317.0000253968254,244.99997597597599,355.99995793650794,person,1.0,(756|1332),(363|640)
000000003255,307.000024024024,332.0000400793651,318.0,350.0000384920635,unknown,1.0,(756|1332),(363|640)
000000003255,241.99995195195194,315.00002023809526,250.99997597597596,358.0000111111111,person,1.0,(756|1332),(363|640)
000000003501,125.0000055,67.0000005,264.0000465,223.99995600000003,unknown,1.0,(800|800),(612|612)
000000003501,73.99998000000001,174.000015,257.9999985,362.0000655,unknown,1.0,(800|800),(612|612)
000000003501,12.0000195,7.9999875,604.0000125,584.0000054999999,unknown,1.0,(800|800),(612|612)
000000003553,153.00003336113429,0.0,421.00000667222685,308.99999112499995,person,1.0,(800|1199),(427|640)
000000003553,186.00001334445372,261.99999437499997,367.99999999999994,372.0000515,unknown,1.0,(800|1199),(427|640)
000000003661,60.99996999249812,0.0,554.0000360090023,348.999984,unknown,1.0,(800|1333),(384|640)
000000003661,0.0,162.999984,116.0000240060015,207.99998399999998,unknown,1.0,(800|1333),(384|640)
000000003661,567.0000060015003,18.999984,641.0000420105026,240.99998399999998,unknown,1.0,(800|1333),(384|640)
000000003845,1.0,1.00003125,501.00000000000006,369.0,unknown,1.0,(800|1066),(375|500)
000000003845,105.00000000000001,0.0,184.0,56.000015625,unknown,1.0,(800|1066),(375|500)
000000003845,137.0,44.000015624999996,425.0,93.999984375,unknown,1.0,(800|1066),(375|500)
