img_name,x_min,y_min,x_max,y_max,label,prob
000000020107,37.6,240.8,78.8,291.3,unknown,0.742
000000020107,0.2,0.5,16.7,125.1,unknown,0.738
000000020107,121.6,160.6,320.5,492.9,unknown,0.738
000000020107,1.4,5.4,333.4,498.7,unknown,0.736
000000020107,118.2,63.3,328.6,492.0,unknown,0.735
000000020107,9.0,1.2,60.7,54.7,unknown,0.733
000000020107,1.0,120.2,2.5,316.8,unknown,0.721
000000020107,0.6,-0.2,19.5,31.6,unknown,0.719
000000020107,116.2,228.0,161.6,323.3,unknown,0.719
000000020107,292.6,0.6,333.7,10.4,unknown,0.709
000000020107,1.0,188.2,1.9,413.8,unknown,0.700
000000020107,314.0,436.1,334.4,503.8,unknown,0.692
000000020107,323.0,88.5,332.5,260.0,unknown,0.687
000000020107,328.2,148.3,333.2,260.1,unknown,0.680
000000020107,320.1,89.3,333.3,338.7,unknown,0.679
000000020107,323.1,272.0,333.5,497.2,unknown,0.678
000000020107,322.7,50.4,332.6,411.5,unknown,0.665
000000020107,326.2,210.9,333.1,502.5,unknown,0.660
000000020107,319.1,63.9,333.4,474.5,unknown,0.655
000000026204,606.9,366.0,642.7,423.3,unknown,0.784
000000026204,147.4,228.4,233.4,290.5,unknown,0.746
000000026204,102.5,218.9,543.2,357.2,unknown,0.732
000000026204,328.0,240.3,540.8,307.3,unknown,0.718
000000026204,629.1,255.7,640.4,311.8,unknown,0.717
000000026204,169.1,221.8,559.8,299.3,unknown,0.715
000000026204,522.8,257.9,586.4,301.7,unknown,0.709
000000026204,387.5,248.4,426.1,266.5,unknown,0.704
000000026204,371.5,256.8,511.4,332.6,car,0.695
000000026204,163.9,245.3,293.7,335.3,car,0.686
000000026204,430.5,246.8,457.1,258.7,unknown,0.684
000000026204,166.3,243.7,288.8,326.0,unknown,0.684
000000026204,142.7,218.3,207.7,303.0,unknown,0.682
000000026204,133.9,194.0,213.0,270.3,unknown,0.680
000000026204,17.8,227.5,31.0,250.8,unknown,0.680
000000026204,253.0,194.6,402.4,302.1,bus,0.678
000000026204,308.1,241.0,320.9,253.7,unknown,0.678
000000026204,147.2,202.7,214.4,258.3,unknown,0.677
000000026204,352.5,232.5,373.0,251.6,unknown,0.674
000000026204,262.6,219.0,292.7,271.2,unknown,0.673
000000042070,615.6,434.6,641.6,496.1,unknown,0.787
000000042070,28.6,77.9,613.7,440.0,unknown,0.764
000000042070,254.3,227.0,283.0,264.0,unknown,0.752
000000042070,112.3,108.2,561.3,467.9,unknown,0.749
000000042070,107.6,19.5,574.7,464.4,bus,0.744
000000042070,109.4,55.8,555.0,466.9,unknown,0.740
000000042070,409.8,210.3,482.8,259.3,unknown,0.740
000000042070,455.6,208.3,496.4,256.8,unknown,0.738
000000042070,260.8,249.8,315.2,277.2,unknown,0.725
000000042070,395.5,201.9,476.3,258.5,unknown,0.720
000000042070,462.8,162.5,496.0,236.9,unknown,0.715
000000042070,549.0,298.2,568.9,316.0,unknown,0.712
000000042070,114.1,29.4,571.0,468.1,unknown,0.712
000000042070,397.3,154.4,494.7,248.8,unknown,0.708
000000042070,367.6,241.1,393.7,273.3,unknown,0.706
000000042070,0.2,338.8,29.7,389.0,unknown,0.706
000000042070,507.3,255.6,546.3,284.5,unknown,0.704
000000042070,0.4,298.7,29.6,386.7,unknown,0.703
000000042070,468.5,177.8,498.1,251.7,unknown,0.702
000000042070,558.9,305.6,579.3,317.1,unknown,0.693
000000055150,606.1,326.1,639.3,409.8,unknown,0.779
000000055150,464.4,63.2,499.9,115.2,unknown,0.740
000000055150,95.4,221.5,164.6,398.3,unknown,0.736
000000055150,449.3,7.6,634.8,181.4,unknown,0.730
000000055150,192.0,137.4,219.0,192.0,unknown,0.727
000000055150,267.0,97.4,387.3,150.0,unknown,0.724
000000055150,-0.5,96.1,25.9,144.2,unknown,0.722
000000055150,351.7,96.3,390.3,114.3,unknown,0.718
000000055150,84.0,111.5,357.1,212.2,unknown,0.708
000000055150,409.6,139.1,434.1,161.8,unknown,0.704
000000055150,62.8,117.9,77.4,125.6,unknown,0.703
000000055150,606.3,123.9,639.1,172.6,unknown,0.698
000000055150,5.6,328.7,79.2,419.6,unknown,0.697
000000055150,315.0,131.9,447.7,256.6,unknown,0.696
000000055150,426.7,178.0,463.0,223.7,unknown,0.691
000000055150,1.4,204.8,60.5,328.7,unknown,0.690
000000055150,80.5,104.6,129.2,154.2,unknown,0.689
000000055150,426.2,55.2,594.2,423.5,unknown,0.688
000000055150,2.7,75.2,74.9,215.2,unknown,0.677
000000055150,151.9,76.8,574.2,245.5,unknown,0.676
000000078404,473.3,302.7,499.2,347.6,unknown,0.790
000000078404,24.6,3.4,299.1,304.5,unknown,0.770
000000078404,13.8,13.2,488.2,317.3,unknown,0.762
000000078404,211.8,14.5,344.7,255.2,unknown,0.757
000000078404,217.6,14.5,420.4,322.3,unknown,0.757
000000078404,37.8,-3.9,390.7,313.6,unknown,0.756
000000078404,141.0,9.8,328.5,137.7,unknown,0.754
000000078404,127.0,38.8,450.8,317.6,unknown,0.753
000000078404,262.3,18.5,273.4,37.1,unknown,0.752
000000078404,111.1,14.4,396.9,279.1,unknown,0.750
000000078404,21.7,21.0,235.7,152.1,unknown,0.746
000000078404,169.1,5.2,264.5,197.3,unknown,0.746
000000078404,123.8,28.7,203.1,190.4,unknown,0.743
000000078404,225.7,12.1,393.2,188.0,unknown,0.742
000000078404,21.3,21.6,64.3,78.7,unknown,0.741
000000078404,346.9,275.6,442.1,322.1,unknown,0.741
000000078404,487.9,0.3,499.4,45.5,unknown,0.740
000000078404,254.9,231.9,444.9,319.0,unknown,0.738
000000078404,24.4,35.1,37.3,57.7,unknown,0.737
000000078404,10.9,96.9,460.7,326.8,unknown,0.736
000000078565,599.0,447.5,637.7,493.5,unknown,0.785
000000078565,404.2,263.9,437.9,347.1,person,0.742
000000078565,1.3,76.5,38.2,115.2,unknown,0.731
000000078565,467.4,286.5,489.8,345.6,person,0.718
000000078565,207.9,271.9,254.2,293.2,unknown,0.717
000000078565,100.7,226.0,115.1,254.0,unknown,0.713
000000078565,45.7,238.0,50.8,244.7,unknown,0.706
000000078565,92.6,240.9,114.0,256.7,unknown,0.705
000000078565,253.7,343.9,280.5,354.7,unknown,0.701
000000078565,72.7,205.2,113.2,260.1,unknown,0.699
000000078565,51.5,249.8,60.4,256.3,unknown,0.695
000000078565,635.6,315.4,640.3,329.6,unknown,0.689
000000078565,45.2,234.5,49.8,239.9,unknown,0.687
000000078565,498.5,263.7,515.9,337.3,person,0.679
000000078565,577.5,240.9,589.4,253.0,unknown,0.676
000000078565,55.5,244.8,75.9,257.5,unknown,0.676
000000078565,350.5,251.0,364.1,283.4,person,0.673
000000078565,34.7,217.0,252.9,261.9,unknown,0.668
000000078565,64.9,208.9,364.8,265.2,unknown,0.665
000000078565,601.4,309.7,607.6,324.1,unknown,0.660
000000079651,602.1,428.4,641.7,475.5,unknown,0.797
000000079651,57.2,93.3,585.1,398.3,unknown,0.770
000000079651,576.1,249.7,596.4,272.6,unknown,0.756
000000079651,461.0,187.4,492.4,215.3,unknown,0.749
000000079651,179.5,104.6,227.0,139.4,unknown,0.736
000000079651,639.1,139.7,640.0,234.0,unknown,0.736
000000079651,410.4,256.4,488.8,301.0,unknown,0.730
000000079651,639.3,256.5,640.1,452.6,unknown,0.723
000000079651,477.1,280.9,501.2,308.7,unknown,0.717
000000079651,164.6,255.0,247.6,319.3,unknown,0.711
000000079651,166.5,260.5,239.7,312.4,unknown,0.700
000000079651,471.2,193.0,495.2,216.4,unknown,0.691
000000079651,401.2,262.6,494.8,321.5,unknown,0.685
000000079651,429.5,174.3,456.0,209.6,unknown,0.678
000000079651,167.8,249.9,253.3,310.9,unknown,0.669
000000079651,186.4,252.4,237.3,279.0,unknown,0.668
000000079651,413.9,300.9,481.5,335.0,unknown,0.662
000000079651,198.5,252.4,244.1,286.3,unknown,0.659
000000079651,450.4,184.8,491.2,214.7,unknown,0.656
000000079651,441.5,259.8,498.2,308.0,unknown,0.646
000000081061,598.5,383.3,640.9,440.0,unknown,0.795
000000081061,5.5,8.2,637.9,420.2,unknown,0.773
000000081061,44.3,282.0,535.4,395.4,unknown,0.754
000000081061,362.4,232.8,539.5,320.2,unknown,0.750
000000081061,638.7,137.6,640.0,241.1,unknown,0.747
000000081061,638.1,241.6,639.9,330.0,unknown,0.747
000000081061,362.3,234.1,536.4,340.1,unknown,0.746
000000081061,362.9,235.8,505.7,318.0,unknown,0.721
000000081061,1.0,189.2,2.5,418.0,unknown,0.703
000000081061,366.8,233.4,540.3,338.1,unknown,0.660
000000081061,606.1,55.8,643.0,475.9,unknown,0.378
000000081061,221.1,279.5,398.7,363.8,unknown,0.121
000000081061,-29.5,419.0,50.9,443.1,unknown,0.115
000000081061,168.4,299.0,360.4,384.3,unknown,0.113
000000081061,231.6,184.8,372.5,284.0,unknown,0.111
000000081061,381.3,176.3,501.3,265.6,unknown,0.107
000000081061,338.6,250.1,439.6,314.9,unknown,0.107
000000081061,-47.6,431.8,217.3,443.1,unknown,0.106
000000081061,204.8,226.8,361.8,338.3,unknown,0.106
000000081061,116.5,429.6,418.6,444.2,unknown,0.104
000000088040,404.7,587.7,430.3,641.1,unknown,0.772
000000088040,1.2,17.3,427.2,599.0,unknown,0.765
000000088040,2.5,322.4,311.5,599.7,unknown,0.754
000000088040,-0.1,336.2,142.1,605.7,unknown,0.750
000000088040,32.1,64.6,61.2,94.3,unknown,0.747
000000088040,425.1,428.6,427.1,562.9,unknown,0.742
000000088040,-2.8,339.3,260.9,600.6,unknown,0.739
000000088040,2.8,68.1,41.8,114.3,unknown,0.739
000000088040,1.3,5.7,160.0,635.6,unknown,0.738
000000088040,359.7,197.2,390.6,230.7,unknown,0.737
000000088040,425.6,140.5,427.4,288.3,unknown,0.736
000000088040,424.2,109.6,427.3,531.1,unknown,0.736
000000088040,398.0,85.1,428.2,411.6,unknown,0.735
000000088040,-3.0,206.6,259.9,598.6,unknown,0.732
000000088040,185.8,61.8,225.3,109.9,unknown,0.731
000000088040,386.3,121.0,427.0,269.6,unknown,0.730
000000088040,391.7,91.8,427.9,311.0,unknown,0.725
000000088040,425.5,71.7,427.0,180.2,unknown,0.725
000000088040,-1.5,329.0,135.7,594.5,unknown,0.720
000000088040,-5.1,245.7,223.8,596.8,unknown,0.715
000000094852,610.2,451.0,640.0,508.8,unknown,0.782
000000094852,36.6,99.2,605.3,431.5,unknown,0.773
000000094852,189.1,184.8,276.5,331.2,unknown,0.768
000000094852,260.5,141.1,424.5,404.9,unknown,0.764
000000094852,131.3,119.3,436.0,423.0,elephant,0.763
000000094852,280.8,299.1,361.6,387.8,unknown,0.762
000000094852,564.2,95.9,569.6,100.8,unknown,0.759
000000094852,271.4,283.2,393.8,402.6,unknown,0.758
000000094852,133.0,129.5,424.5,413.7,unknown,0.755
000000094852,166.6,128.1,340.9,275.5,unknown,0.750
000000094852,637.0,322.4,640.3,434.5,unknown,0.741
000000094852,341.0,266.1,420.2,415.2,unknown,0.741
000000094852,636.3,231.4,640.2,292.1,unknown,0.734
000000094852,636.0,198.7,640.3,401.4,unknown,0.723
000000094852,184.3,246.7,390.2,416.9,unknown,0.709
000000094852,138.8,232.3,339.0,408.8,unknown,0.699
000000094852,137.7,215.1,341.0,410.3,unknown,0.681
000000094852,204.4,268.3,395.3,411.1,unknown,0.681
000000094852,228.0,265.5,324.3,404.6,unknown,0.637
000000094852,153.5,245.5,335.2,413.9,unknown,0.611
000000096825,605.6,446.5,639.5,499.5,unknown,0.796
000000096825,550.8,42.4,642.4,140.6,unknown,0.774
000000096825,112.7,305.2,141.2,329.7,unknown,0.773
000000096825,8.1,103.4,634.0,419.7,unknown,0.772
000000096825,157.7,277.9,179.7,297.9,unknown,0.770
000000096825,90.3,294.5,100.6,321.5,unknown,0.766
000000096825,286.2,249.5,380.7,403.9,unknown,0.761
000000096825,166.4,330.9,184.3,338.5,unknown,0.758
000000096825,280.5,262.2,330.1,398.0,unknown,0.756
000000096825,292.1,242.7,382.0,404.2,unknown,0.755
000000096825,100.7,310.8,127.6,328.3,unknown,0.753
000000096825,65.8,309.3,74.6,323.7,unknown,0.753
000000096825,172.1,333.9,213.7,343.4,unknown,0.753
000000096825,36.3,296.3,48.2,318.1,unknown,0.750
000000096825,356.0,253.5,378.7,297.5,unknown,0.749
000000096825,555.3,48.5,634.9,92.1,unknown,0.747
000000096825,630.1,30.4,639.8,102.7,unknown,0.747
000000096825,16.3,304.3,27.5,326.1,unknown,0.745
000000096825,277.1,260.7,322.6,316.3,unknown,0.744
000000096825,286.6,239.4,381.7,402.5,person,0.743
000000127517,594.7,408.0,640.3,472.6,unknown,0.795
000000127517,16.3,369.4,128.6,458.1,unknown,0.766
000000127517,6.2,9.3,268.0,458.7,unknown,0.764
000000127517,4.8,11.8,139.8,434.8,unknown,0.761
000000127517,1.9,21.7,144.5,452.9,unknown,0.759
000000127517,10.9,15.7,166.8,462.7,unknown,0.759
000000127517,564.8,138.4,582.4,179.5,unknown,0.757
000000127517,12.6,10.0,234.1,419.9,unknown,0.756
000000127517,0.2,14.2,138.8,456.0,unknown,0.750
000000127517,396.6,3.7,486.0,146.3,unknown,0.747
000000127517,529.5,284.1,590.2,357.4,unknown,0.745
000000127517,393.2,7.8,637.4,88.4,unknown,0.744
000000127517,527.0,281.3,553.9,337.5,unknown,0.744
000000127517,288.7,279.8,371.2,410.8,unknown,0.744
000000127517,452.8,7.7,631.8,75.7,unknown,0.742
000000127517,45.6,62.9,94.9,110.3,unknown,0.742
000000127517,1.4,12.2,256.1,456.5,unknown,0.741
000000127517,-1.1,318.5,28.4,426.1,unknown,0.741
000000127517,490.3,22.9,617.0,358.1,unknown,0.740
000000127517,243.5,191.3,250.9,214.8,unknown,0.740
000000133343,9.2,11.5,254.5,455.9,unknown,0.777
000000133343,4.7,244.6,183.8,457.9,unknown,0.774
000000133343,13.9,13.4,224.8,316.3,unknown,0.772
000000133343,5.5,259.5,262.3,467.8,unknown,0.769
000000133343,7.6,142.5,165.7,471.5,unknown,0.769
000000133343,2.3,15.3,295.6,478.6,unknown,0.763
000000133343,8.1,191.6,213.1,469.1,unknown,0.759
000000133343,-2.7,20.2,291.3,309.8,unknown,0.759
000000133343,1.7,95.1,295.7,473.5,unknown,0.758
000000133343,5.1,37.5,298.1,484.8,unknown,0.756
000000133343,-1.2,9.0,291.9,433.9,unknown,0.754
000000133343,235.4,163.5,298.6,464.9,unknown,0.753
000000133343,62.3,190.7,292.8,463.2,unknown,0.750
000000133343,28.3,5.1,292.1,473.8,unknown,0.750
000000133343,1.4,266.2,110.4,465.8,unknown,0.749
000000133343,-0.3,234.9,293.7,474.2,unknown,0.747
000000133343,94.1,30.1,294.4,468.6,unknown,0.745
000000133343,23.2,14.2,302.8,254.0,unknown,0.744
000000133343,74.9,8.3,286.3,248.8,unknown,0.742
000000133343,-0.2,80.0,27.4,213.5,unknown,0.741
000000148957,601.8,417.9,639.5,474.4,unknown,0.791
000000148957,1.8,9.0,640.7,469.4,unknown,0.768
000000148957,471.7,109.9,525.8,173.9,unknown,0.767
000000148957,608.1,6.3,639.4,179.5,unknown,0.761
000000148957,1.6,461.5,54.7,481.2,unknown,0.752
000000148957,316.5,260.6,388.6,332.3,unknown,0.751
000000148957,618.1,7.4,640.0,269.5,unknown,0.748
000000148957,638.4,129.2,639.9,233.3,unknown,0.744
000000148957,637.8,222.6,640.0,451.6,unknown,0.740
000000148957,106.5,298.7,192.7,357.6,unknown,0.737
000000148957,633.3,14.6,640.9,457.3,unknown,0.723
000000148957,0.5,102.4,12.5,468.6,unknown,0.718
000000148957,603.5,0.3,638.4,24.4,unknown,0.713
000000148957,2.9,0.8,33.0,10.7,unknown,0.704
000000148957,-3.9,-12.4,109.0,465.9,unknown,0.701
000000148957,1.8,-13.3,32.2,465.2,unknown,0.697
000000148957,1.9,-7.5,33.5,407.7,unknown,0.693
000000148957,2.0,-6.2,36.0,294.3,unknown,0.674
000000148957,320.2,255.5,385.8,332.9,unknown,0.662
000000148957,2.6,-1.5,50.8,477.1,unknown,0.651
000000163117,352.0,454.6,379.3,496.1,unknown,0.771
000000163117,220.7,218.6,376.1,490.7,unknown,0.765
000000163117,224.9,373.3,377.3,491.9,unknown,0.762
000000163117,238.1,221.1,371.6,498.0,unknown,0.739
000000163117,147.1,243.0,231.5,495.8,unknown,0.738
000000163117,219.6,198.1,377.3,497.3,person,0.738
000000163117,145.7,230.0,238.0,499.7,person,0.735
000000163117,143.9,295.4,235.4,487.5,unknown,0.733
000000163117,163.8,93.6,176.7,110.0,unknown,0.717
000000163117,222.7,279.3,235.2,297.3,unknown,0.717
000000163117,152.5,167.7,160.9,178.6,unknown,0.711
000000163117,130.0,262.2,182.3,483.8,unknown,0.710
000000163117,87.2,277.1,130.8,438.4,unknown,0.702
000000163117,189.0,218.9,366.6,439.9,unknown,0.698
000000163117,167.4,272.4,183.3,298.5,unknown,0.698
000000163117,85.8,270.4,131.6,437.2,person,0.695
000000163117,163.5,271.9,306.3,307.9,unknown,0.693
000000163117,367.1,271.5,376.6,335.4,unknown,0.691
000000163117,78.3,220.1,365.0,415.3,unknown,0.690
000000163117,265.4,277.4,275.2,292.1,unknown,0.686
000000165257,600.2,311.8,640.5,355.5,unknown,0.791
000000165257,51.0,18.7,593.2,338.2,unknown,0.770
000000165257,127.6,74.2,358.9,139.7,unknown,0.766
000000165257,490.9,327.6,533.1,358.5,unknown,0.766
000000165257,139.7,99.8,166.3,113.5,unknown,0.765
000000165257,116.6,78.0,463.5,146.1,unknown,0.764
000000165257,140.3,71.7,332.7,130.6,unknown,0.764
000000165257,122.0,61.4,453.1,230.7,unknown,0.763
000000165257,131.2,71.8,435.3,137.2,unknown,0.761
000000165257,607.9,213.9,640.5,256.4,unknown,0.754
000000165257,639.0,74.3,640.0,160.1,unknown,0.736
000000165257,638.9,183.9,640.0,282.6,unknown,0.729
000000165257,138.1,95.4,163.8,109.4,unknown,0.727
000000165257,564.0,235.8,583.3,242.5,unknown,0.726
000000165257,133.0,53.0,443.4,137.1,unknown,0.698
000000165257,567.0,236.6,588.5,244.4,unknown,0.686
000000165257,130.1,71.7,328.4,136.2,unknown,0.638
000000165257,122.2,68.3,459.5,139.9,unknown,0.575
000000165257,60.9,129.5,239.0,201.9,unknown,0.280
000000165257,171.7,149.7,445.7,321.6,unknown,0.215
000000184791,604.1,450.3,643.1,498.6,unknown,0.802
000000184791,330.0,88.0,537.1,344.4,unknown,0.775
000000184791,335.1,114.6,526.1,359.9,unknown,0.773
000000184791,343.4,80.8,490.6,282.6,unknown,0.771
000000184791,147.4,319.3,277.9,399.8,unknown,0.764
000000184791,29.7,68.8,610.9,322.6,unknown,0.757
000000184791,106.4,80.3,495.3,407.9,unknown,0.756
000000184791,343.6,81.9,550.5,275.5,unknown,0.754
000000184791,316.3,84.5,423.1,259.9,unknown,0.754
000000184791,441.1,254.4,515.1,310.9,unknown,0.750
000000184791,119.6,79.1,542.2,415.9,unknown,0.747
000000184791,439.0,314.7,528.0,389.0,unknown,0.746
000000184791,436.6,266.5,523.2,386.0,unknown,0.746
000000184791,86.0,194.9,213.6,388.6,unknown,0.739
000000184791,339.3,228.9,525.3,403.2,unknown,0.736
000000184791,118.3,83.7,432.0,297.9,unknown,0.732
000000184791,337.7,194.3,441.7,286.9,unknown,0.730
000000184791,97.4,95.5,296.8,316.4,unknown,0.726
000000184791,164.8,89.1,430.3,177.2,unknown,0.724
000000184791,9.4,90.6,220.5,283.3,unknown,0.724
000000193429,601.5,377.5,639.1,426.2,unknown,0.790
000000193429,45.4,63.1,597.1,330.9,unknown,0.776
000000193429,214.4,127.6,425.2,304.3,unknown,0.773
000000193429,571.1,155.2,589.3,173.6,unknown,0.765
000000193429,208.8,102.9,420.9,305.1,person,0.765
000000193429,226.2,118.6,418.5,304.8,unknown,0.763
000000193429,239.3,185.1,320.6,295.7,unknown,0.752
000000193429,257.6,15.0,264.2,21.0,unknown,0.747
000000193429,628.8,68.4,640.7,87.0,unknown,0.744
000000193429,98.8,9.3,106.7,15.7,unknown,0.744
000000193429,639.2,83.6,640.0,169.3,unknown,0.730
000000193429,213.5,92.6,417.6,246.7,unknown,0.721
000000193429,0.6,0.5,6.1,19.6,unknown,0.710
000000193429,79.6,0.9,105.7,2.2,unknown,0.676
000000193429,335.2,249.2,428.8,292.4,unknown,0.238
000000193429,583.7,65.5,653.1,472.4,unknown,0.163
000000193429,202.3,188.4,310.4,256.0,unknown,0.156
000000193429,532.8,317.0,713.5,456.3,unknown,0.137
000000193429,386.1,45.0,501.8,75.9,unknown,0.126
000000193429,291.1,22.3,406.4,52.8,unknown,0.123
000000223747,461.2,321.1,501.6,368.4,unknown,0.789
000000223747,250.3,3.5,500.3,151.1,unknown,0.771
000000223747,9.9,2.3,208.8,285.2,unknown,0.768
000000223747,28.2,8.5,260.1,241.5,unknown,0.767
000000223747,410.7,100.1,501.4,363.0,unknown,0.766
000000223747,17.5,2.1,242.8,288.2,unknown,0.765
000000223747,392.8,95.1,500.0,364.7,unknown,0.763
000000223747,16.9,3.7,372.2,223.8,unknown,0.762
000000223747,13.4,175.1,212.1,367.9,unknown,0.762
000000223747,416.3,103.3,498.6,264.0,unknown,0.762
000000223747,415.4,99.6,499.9,329.2,unknown,0.758
000000223747,13.5,2.1,325.4,271.7,unknown,0.756
000000223747,16.0,3.3,230.6,253.2,unknown,0.754
000000223747,0.6,9.7,42.4,300.8,unknown,0.749
000000223747,5.8,9.6,497.9,289.9,unknown,0.745
000000223747,247.0,72.5,459.1,291.6,unknown,0.743
000000223747,498.6,65.9,500.0,259.5,unknown,0.742
000000223747,16.6,4.0,444.8,317.5,unknown,0.742
000000223747,496.9,7.5,500.0,122.0,unknown,0.738
000000223747,-5.0,-1.7,493.2,239.4,unknown,0.737
000000234366,451.3,585.2,484.0,637.8,unknown,0.780
000000234366,13.1,50.6,478.5,566.8,unknown,0.766
000000234366,403.5,505.8,426.4,535.3,unknown,0.763
000000234366,53.5,455.6,72.3,481.4,unknown,0.754
000000234366,306.9,331.3,317.5,352.2,unknown,0.753
000000234366,405.7,505.9,421.0,525.4,unknown,0.748
000000234366,393.4,351.6,402.6,358.2,unknown,0.744
000000234366,105.5,412.7,127.7,489.3,unknown,0.742
000000234366,349.2,353.1,364.5,359.9,unknown,0.742
000000234366,273.6,132.0,301.0,181.9,unknown,0.741
000000234366,318.9,469.1,426.7,544.8,unknown,0.740
000000234366,333.0,398.8,406.1,495.3,unknown,0.739
000000234366,477.5,430.4,480.1,508.8,unknown,0.737
000000234366,244.0,85.0,254.3,94.3,unknown,0.737
000000234366,330.1,466.4,385.5,516.3,unknown,0.736
000000234366,199.0,81.2,223.3,129.1,unknown,0.734
000000234366,191.4,74.7,282.6,142.8,unknown,0.734
000000234366,479.0,221.3,480.1,242.2,unknown,0.732
000000234366,125.0,472.9,166.9,500.5,unknown,0.730
000000234366,122.9,467.8,184.7,506.6,unknown,0.727
000000239857,480.3,298.3,497.8,324.9,unknown,0.781
