img_name,x_min,y_min,x_max,y_max,label, scaled_size,actual_size
000000000632,504.44075471698113,294.117718125,514.4583245283019,306.258768375,unknown,"(800, 1060)","(483, 640)"
000000000632,153.00304905660377,217.39612649999998,179.5558641509434,228.678463125,unknown,"(800, 1060)","(483, 640)"
000000000632,5.53068679245283,290.4716115,165.47833962264153,335.68898475000003,unknown,"(800, 1060)","(483, 640)"
000000000632,629.6003018867924,112.36584450000001,640.1896452830189,161.29785,unknown,"(800, 1060)","(483, 640)"
000000000632,182.0281358490566,103.955063625,192.4383396226415,118.791978375,unknown,"(800, 1060)","(483, 640)"
000000000632,117.68664150943395,216.792557625,139.1212075471698,233.31761775,unknown,"(800, 1060)","(483, 640)"
000000000632,627.9623849056603,108.816700125,640.7093132075471,128.9482005,unknown,"(800, 1060)","(483, 640)"
000000000632,256.94273207547167,228.395244,269.79852075471695,242.11836075000002,unknown,"(800, 1060)","(483, 640)"
000000000632,245.18279245283017,268.519080375,266.96114716981134,312.00900412500005,unknown,"(800, 1060)","(483, 640)"
000000000632,507.3054188679245,-0.876343125,537.8062490566037,15.023232,unknown,"(800, 1060)","(483, 640)"
000000000632,489.7721962264151,90.157685625,512.6407245283018,111.56321925,unknown,"(800, 1060)","(483, 640)"
000000000632,422.49455094339623,40.4374845,466.8802415094339,142.60514625000002,unknown,"(800, 1060)","(483, 640)"
000000000632,73.70511698113208,129.34118137500002,95.74949433962264,234.26405624999998,unknown,"(800, 1060)","(483, 640)"
000000000632,9.443562264150943,271.253101875,45.68150943396226,292.3717335,unknown,"(800, 1060)","(483, 640)"
000000000632,270.33497358490564,236.43918637500002,383.7982188679245,288.593405625,unknown,"(800, 1060)","(483, 640)"
000000000724,50.729109375,263.1117260787993,110.781375,315.85412757973734,unknown,"(1066, 800)","(500, 375)"
000000000724,265.669828125,260.26679174484053,360.744375,284.9355065666041,unknown,"(1066, 800)","(500, 375)"
000000000724,167.4759375,268.21946529080674,179.15573437499998,274.768808630394,unknown,"(1066, 800)","(500, 375)"
000000000724,17.378531249999998,280.4086772983115,51.5319375,312.97251407129454,unknown,"(1066, 800)","(500, 375)"
000000000776,0.8311760000000001,0.7647892976588628,428.8287685,640.7119197324415,unknown,"(1196, 800)","(640, 428)"
000000000776,-11.053688500000002,-0.29458193979933106,98.12317300000001,8.151010033444816,unknown,"(1196, 800)","(640, 428)"
000000000776,340.2251715,16.556468227424748,425.455433,656.5099130434783,unknown,"(1196, 800)","(640, 428)"
000000000785,261.46615282392025,63.16806875,267.3639867109635,68.202034375,unknown,"(800, 1204)","(425, 640)"
000000000785,277.94641860465117,44.079246875,511.20180730897016,389.34547499999996,person,"(800, 1204)","(425, 640)"
000000000802,178.959747,226.18405965202984,191.940613,238.09532394366195,unknown,"(1207, 800)","(640, 424)"
000000000802,211.345344,214.21266611433305,218.90653600000002,233.82392046396023,unknown,"(1207, 800)","(640, 424)"
000000000872,160.42432725,217.89475728155338,429.15152025000003,593.4172427184467,unknown,"(824, 800)","(640, 621)"
000000000872,148.81255875,110.02050485436892,443.154682125,587.8821747572815,unknown,"(824, 800)","(640, 621)"
000000000872,192.87344025,105.83161165048543,443.417209875,587.8376699029126,unknown,"(824, 800)","(640, 621)"
000000000872,295.027862625,98.10198058252426,441.27941737500004,446.74796116504854,unknown,"(824, 800)","(640, 621)"
000000000885,264.1828190158465,0.02071430375,296.8126772310258,7.315043749999999,unknown,"(800, 1199)","(427, 640)"
000000000885,160.1067556296914,-0.011520459999999998,196.9534612176814,5.64333875,unknown,"(800, 1199)","(427, 640)"
000000000885,-5.640967472894078,-0.07500788749999998,625.1609674728941,13.91005875,unknown,"(800, 1199)","(427, 640)"
000000000885,274.6902952460384,183.78976699999998,415.97341784820685,397.689919375,person,"(800, 1199)","(427, 640)"
000000000885,326.7416180150125,0.030432289999999994,386.460717264387,8.26245,unknown,"(800, 1199)","(427, 640)"
000000000885,37.337888240200165,-0.31928924999999997,58.40515095913261,4.14542275,unknown,"(800, 1199)","(427, 640)"
000000000885,0.10648874061718099,-0.5619319999999999,17.03222018348624,5.411264249999999,unknown,"(800, 1199)","(427, 640)"
000000000885,499.237364470392,-0.41329863749999995,550.2185154295246,14.654639999999999,unknown,"(800, 1199)","(427, 640)"
000000000885,56.52176814011676,-0.11611731249999999,118.80300250208506,8.58003125,unknown,"(800, 1199)","(427, 640)"
000000001000,205.73058161350846,179.33976,290.593861163227,418.19052,unknown,"(800, 1066)","(480, 640)"
000000001000,340.69823639774864,25.260299999999997,614.6009455909945,265.15031999999997,unknown,"(800, 1066)","(480, 640)"
000000001000,205.96436772983114,175.30193999999997,297.9159174484053,421.9527,person,"(800, 1066)","(480, 640)"
000000001000,394.65131707317073,166.30254,469.2026116322702,473.33796,unknown,"(800, 1066)","(480, 640)"
000000001000,110.07651782363979,152.40024,540.876067542214,465.65795999999995,unknown,"(800, 1066)","(480, 640)"
000000001000,46.814198874296444,184.17294,113.02586116322703,399.03474,person,"(800, 1066)","(480, 640)"
000000001000,266.8382138836773,96.19673999999999,354.9779212007505,410.96274,person,"(800, 1066)","(480, 640)"
000000001000,389.783894934334,154.34784,467.21452908067545,479.4590999999999,person,"(800, 1066)","(480, 640)"
000000001000,350.99509193245785,123.79218,430.0922476547843,222.8577,unknown,"(800, 1066)","(480, 640)"
000000001000,414.61379362101314,210.62658000000002,526.4077448405254,478.54001999999997,person,"(800, 1066)","(480, 640)"
000000001000,404.5877073170732,117.65639999999999,445.1330881801126,168.92904000000001,unknown,"(800, 1066)","(480, 640)"
000000001000,339.534469043152,6.18228,616.666416510319,255.86411999999999,unknown,"(800, 1066)","(480, 640)"
000000001000,434.29871669793624,102.50688,502.19605253283305,271.3887,unknown,"(800, 1066)","(480, 640)"
000000001000,338.0388142589118,25.127519999999997,616.9500938086305,245.45592,unknown,"(800, 1066)","(480, 640)"
000000001000,435.16211632270176,105.79674,498.78916322701696,225.8013,person,"(800, 1066)","(480, 640)"
000000001000,195.69008630393998,118.24716,272.62306941838654,283.67292,unknown,"(800, 1066)","(480, 640)"
000000001000,181.57724577861163,117.75353999999999,275.329861163227,396.40961999999996,person,"(800, 1066)","(480, 640)"
000000001268,400.86883069224353,204.03645237499998,469.32091409507916,294.7493465,person,"(800, 1199)","(427, 640)"
000000001268,22.09206338615513,113.38141675,615.8758432026689,183.5068795,unknown,"(800, 1199)","(427, 640)"
000000001268,23.87034528773978,211.445329375,77.22189824854044,283.76039475,person,"(800, 1199)","(427, 640)"
000000001268,8.099229357798166,145.42755325,164.85700750625523,218.36070112499996,unknown,"(800, 1199)","(427, 640)"
000000001268,189.84161467889908,224.23275174999998,265.9220283569641,262.918791625,bird,"(800, 1199)","(427, 640)"
000000001268,-1.0159399499582986,208.927950875,29.233160967472894,284.4253405,person,"(800, 1199)","(427, 640)"
000000001268,111.304647206005,129.49276724999999,268.75783152627184,145.78954249999998,unknown,"(800, 1199)","(427, 640)"
000000001268,387.23015846538783,138.096924,466.57622685571306,161.90575012499997,unknown,"(800, 1199)","(427, 640)"
000000001268,392.9121201000834,134.4941115,420.8566872393661,145.53286212499998,unknown,"(800, 1199)","(427, 640)"
000000001268,71.61295746455379,131.21806074999998,104.78929774812343,142.030501375,unknown,"(800, 1199)","(427, 640)"
000000001268,189.6002402001668,116.92263449999999,205.12576480400332,121.55996125,unknown,"(800, 1199)","(427, 640)"
000000001296,-0.18230231249999998,50.075329441201,88.01537499999999,352.6992493744787,unknown,"(1199, 800)","(640, 427)"
000000001296,-1.8350324999999998,476.84350291909925,61.929037625,643.3386755629691,unknown,"(1199, 800)","(640, 427)"
000000001296,368.32176675,33.05981651376147,426.10671599999995,321.37656046705587,unknown,"(1199, 800)","(640, 427)"
000000001296,-2.427068,181.485317764804,74.02338562499999,417.92282902418685,unknown,"(1199, 800)","(640, 427)"
000000001353,-21.8484375,239.37940900562853,58.658437500000005,559.9901500938086,unknown,"(1066, 800)","(500, 375)"
000000001353,345.57721875,449.73006566604124,379.585125,497.55473733583494,unknown,"(1066, 800)","(500, 375)"
000000001353,1.6790156250000001,69.66191369606004,372.825609375,333.293808630394,unknown,"(1066, 800)","(500, 375)"
000000001353,209.24142187500001,125.14784240150094,260.3248125,172.58025328330208,unknown,"(1066, 800)","(500, 375)"
000000001353,-0.0907359375,124.9484052532833,9.199687500000001,204.77954971857412,unknown,"(1066, 800)","(500, 375)"
000000001353,-0.0696,138.32082551594746,4.207078125,262.2045028142589,unknown,"(1066, 800)","(500, 375)"
000000001353,136.271484375,174.64272983114446,265.07540625,382.18827392120073,person,"(1066, 800)","(500, 375)"
000000001425,168.41536,101.68896000000001,286.019136,181.63616000000002,unknown,"(800, 1000)","(512, 640)"
000000001425,7.015359999999999,181.78009600000001,253.350912,313.24384,unknown,"(800, 1000)","(512, 640)"
000000001490,386.0258018018018,75.10536356707317,403.2688048048048,79.73523932926828,unknown,"(656, 1332)","(315, 640)"
000000001490,404.79913513513515,75.34353429878048,428.5262222222222,81.21914862804877,unknown,"(656, 1332)","(315, 640)"
000000001503,270.50089305816135,92.77491,321.7197748592871,149.05764,unknown,"(800, 1066)","(240, 320)"
000000001503,287.177095684803,73.86957,322.0270469043152,151.25055,unknown,"(800, 1066)","(240, 320)"
000000001503,305.5609756097561,-0.11054399999999999,320.18011257035647,32.595,unknown,"(800, 1066)","(240, 320)"
000000001503,279.1803977485929,92.6175,321.31866416510326,151.05992999999998,unknown,"(800, 1066)","(240, 320)"
000000001503,306.2008555347092,2.1597299999999997,320.3873921200751,36.51657,unknown,"(800, 1066)","(240, 320)"
000000001532,636.6384390243903,191.6853,640.265666041276,213.98622,unknown,"(800, 1066)","(480, 640)"
000000001532,603.1728030018762,450.07908,639.3310018761726,478.07615999999996,unknown,"(800, 1066)","(480, 640)"
000000001532,1.8450731707317074,-0.45828,637.9587242026266,438.55199999999996,unknown,"(800, 1066)","(480, 640)"
000000001532,508.03848405253285,210.26874,520.0431669793621,217.5387,unknown,"(800, 1066)","(480, 640)"
000000001532,204.6436622889306,132.2364,222.0086153846154,140.64293999999998,unknown,"(800, 1066)","(480, 640)"
000000001532,0.08155497185741088,377.82,116.2986866791745,479.56199999999995,car,"(800, 1066)","(480, 640)"
000000001532,426.63180487804885,397.12919999999997,491.33760600375234,454.47563999999994,car,"(800, 1066)","(480, 640)"
000000001532,21.263129455909947,373.25022,618.1752195121952,459.7926,unknown,"(800, 1066)","(480, 640)"
000000001584,374.980815,-4.201533,426.989799,11.10168,unknown,"(800, 800)","(612, 612)"
000000001584,457.38699749999995,482.35116600000003,551.8915785,602.889309,unknown,"(800, 800)","(612, 612)"
000000001584,276.2092935,-1.093797,354.966579,1.8210825000000002,unknown,"(800, 800)","(612, 612)"
000000001584,148.0857165,550.3224105,253.491624,607.9542210000001,unknown,"(800, 800)","(612, 612)"
000000001584,500.52496499999995,495.172566,584.6107815,572.8997025,unknown,"(800, 800)","(612, 612)"
000000001584,507.6586665,123.5152935,583.0354169999999,187.807041,unknown,"(800, 800)","(612, 612)"
000000001584,39.6751185,-149.2277085,70.124643,430.7025735,unknown,"(800, 800)","(612, 612)"
000000001584,603.3866355,353.092023,612.471699,549.796014,unknown,"(800, 800)","(612, 612)"
000000001584,67.4706285,13.388035499999999,89.449308,32.736492,unknown,"(800, 800)","(612, 612)"
000000001584,210.12476850000002,20.879910000000002,228.138912,41.169852,unknown,"(800, 800)","(612, 612)"
000000001584,134.431614,88.0032285,518.713452,539.5108185,bus,"(800, 800)","(612, 612)"
000000001584,75.955932,375.41533499999997,97.0514955,430.6205655,person,"(800, 800)","(612, 612)"
000000001584,502.43119199999995,314.396487,567.811611,384.6613545,bus,"(800, 800)","(612, 612)"
000000001584,566.648505,321.21087750000004,610.4523285,409.08191400000004,unknown,"(800, 800)","(612, 612)"
000000001675,2.9576885553470924,352.61616,63.084307692307696,405.654,unknown,"(800, 1066)","(480, 640)"
000000001675,0.0044250656660412765,8.8128,639.7598499061913,312.81,cat,"(800, 1066)","(480, 640)"
000000001761,309.28773574999997,515.9662385321101,324.606947875,524.2836230191826,unknown,"(1199, 800)","(640, 427)"
000000001761,14.354512374999999,603.816513761468,27.41329325,630.7351592994162,unknown,"(1199, 800)","(640, 427)"
000000001761,264.35473924999997,622.0310525437865,295.057266875,636.1271726438699,unknown,"(1199, 800)","(640, 427)"
000000001761,128.04000649999998,627.7987389491242,145.72319737499998,636.3831726438698,unknown,"(1199, 800)","(640, 427)"
000000001761,277.36601637499996,137.78041701417848,334.0374029999999,186.09032860717264,aeroplane,"(1199, 800)","(640, 427)"
000000001761,237.55221612499997,510.90853044203504,252.74679762499997,518.2610041701417,unknown,"(1199, 800)","(640, 427)"
000000001761,56.849552374999995,618.0886205170975,90.54631074999999,640.6223853211009,unknown,"(1199, 800)","(640, 427)"
000000001818,336.3323853820598,2.3047750000000002,641.9432823920266,414.546753125,unknown,"(800, 1204)","(425, 640)"
000000001993,352.3354627354628,-0.07571853750000002,447.9056511056511,3.49561225,unknown,"(800, 1221)","(419, 640)"
000000001993,291.4961506961507,0.0901949875,382.82063882063886,3.1270493750000004,unknown,"(800, 1221)","(419, 640)"
000000001993,83.67179688779689,177.00696900000003,97.02677805077805,210.52167912500002,unknown,"(800, 1221)","(419, 640)"
000000001993,300.8843374283374,194.96970850000002,601.4782375102376,413.548129125,unknown,"(800, 1221)","(419, 640)"
000000002006,1.219722326454034,51.78791999999999,19.478393996247657,93.71303999999999,unknown,"(800, 1066)","(480, 640)"
000000002006,-0.07568930581613509,246.63,1.5320375234521577,337.67999999999995,unknown,"(800, 1066)","(480, 640)"
000000002006,51.088150093808636,62.4969,66.00189118198875,87.64218,unknown,"(800, 1066)","(480, 640)"
000000002006,40.65699061913697,79.9113,606.481651031895,422.98470000000003,bus,"(800, 1066)","(480, 640)"
000000002006,8.960420262664165,53.5236,29.48310694183865,78.67331999999999,unknown,"(800, 1066)","(480, 640)"
000000002006,5.658896810506567,249.34536,50.08684427767355,360.38154,person,"(800, 1066)","(480, 640)"
000000002006,129.7702664165103,64.95353999999999,141.46869793621016,87.9066,unknown,"(800, 1066)","(480, 640)"
000000002006,313.1003076923077,186.88434,379.8088405253284,247.61777999999998,person,"(800, 1066)","(480, 640)"
000000002149,441.02565471226023,149.19289262499998,465.1305954962469,190.1048835,unknown,"(800, 1199)","(427, 640)"
000000002149,566.9022318598833,5.857852874999999,634.7026255212678,175.800116625,unknown,"(800, 1199)","(427, 640)"
000000002153,369.3310919324578,206.33976,437.29104690431524,342.96246,unknown,"(800, 1066)","(480, 640)"
000000002153,309.4033170731708,292.79934,347.1556322701689,364.95522,unknown,"(800, 1066)","(480, 640)"
000000002153,365.8104315196998,202.48854,436.44451782363984,326.73048,unknown,"(800, 1066)","(480, 640)"
000000002153,275.11840900562856,304.78548,403.0295534709194,435.31818,unknown,"(800, 1066)","(480, 640)"
000000002153,275.08941088180114,298.7199,350.66596622889307,433.2582,person,"(800, 1066)","(480, 640)"
000000002157,494.291376146789,-1.0525016249999999,550.3581517931609,7.409517499999999,unknown,"(800, 1199)","(427, 640)"
000000002157,341.91693077564634,0.09105241249999999,402.3726438698916,2.041433625,unknown,"(800, 1199)","(427, 640)"
000000002157,46.333170975813175,0.213553375,121.94786321934946,2.0182688749999995,unknown,"(800, 1199)","(427, 640)"
000000002157,497.8308056713928,8.815575125,618.9510992493745,29.456274749999995,unknown,"(800, 1199)","(427, 640)"
000000002157,154.82400667222683,388.47445875,266.2784320266889,427.17058649999996,unknown,"(800, 1199)","(427, 640)"
000000002157,245.05221017514594,-0.008773248749999999,309.2603836530442,1.5384276249999997,unknown,"(800, 1199)","(427, 640)"
000000002157,440.692577147623,0.0643755875,525.8568807339449,2.3425219999999998,unknown,"(800, 1199)","(427, 640)"
000000002157,150.82435362802335,0.09980057499999999,219.8578815679733,1.8593181249999997,unknown,"(800, 1199)","(427, 640)"
000000002157,397.11919933277727,3.7293646249999997,508.401801501251,12.839409624999998,unknown,"(800, 1199)","(427, 640)"
000000002157,295.4301918265221,0.09182634999999999,368.3709758131776,1.7473373749999996,unknown,"(800, 1199)","(427, 640)"
000000002157,-12.76247539616347,1.2758226249999998,88.14027689741451,7.35240625,unknown,"(800, 1199)","(427, 640)"
000000002157,-28.694792326939115,393.77795887499997,50.34419349457881,425.77520387499993,unknown,"(800, 1199)","(427, 640)"
000000002157,3.308143452877398,22.82560525,638.383079232694,399.93129574999995,unknown,"(800, 1199)","(427, 640)"
000000002157,597.6933311092577,79.76418712499999,642.3959165971643,260.91632175,unknown,"(800, 1199)","(427, 640)"
000000002157,-0.23331976647206004,28.10087,4.979296080066722,249.44272499999997,unknown,"(800, 1199)","(427, 640)"
000000002157,595.4778849040867,115.14951699999999,640.6722935779816,178.49800937499998,unknown,"(800, 1199)","(427, 640)"
000000002261,281.4321801501251,147.643202875,382.55623686405335,273.8780135,person,"(800, 1199)","(427, 640)"
000000002261,301.33116263552955,150.52166324999996,327.1993327773144,206.56744149999997,unknown,"(800, 1199)","(427, 640)"
000000002299,420.0314577039276,-1.6264965,473.047167673716,27.4049145,unknown,"(800, 1324)","(302, 500)"
000000002299,497.4513972809668,135.13084375,500.13697129909366,252.91167425,unknown,"(800, 1324)","(302, 500)"
000000002299,385.2805513595166,54.9156045,458.40358761329304,276.760501,unknown,"(800, 1324)","(302, 500)"
000000002299,-0.8123489425981874,80.5280735,35.49762084592145,299.24353275,unknown,"(800, 1324)","(302, 500)"
000000002299,-0.1243844410876133,101.97030000000001,2.6757175226586103,290.210675,unknown,"(800, 1324)","(302, 500)"
000000002299,447.5054380664653,86.35701325,492.6878021148037,177.4906095,unknown,"(800, 1324)","(302, 500)"
000000002299,229.53175981873113,128.74429875,357.87473564954684,292.6213145,unknown,"(800, 1324)","(302, 500)"
000000002299,321.05887462235654,126.75751625,363.0086858006042,242.50264025,unknown,"(800, 1324)","(302, 500)"
000000002299,74.12771903323264,18.9007455,438.5371223564955,155.754839,unknown,"(800, 1324)","(302, 500)"
000000002299,153.82348942598188,81.2380755,186.21042296072508,111.85264600000001,unknown,"(800, 1324)","(302, 500)"
000000002299,357.75430513595165,131.00552374999998,398.8920317220544,226.79282675000002,unknown,"(800, 1324)","(302, 500)"
000000002431,-11.06019975,-0.5025714285714286,35.505529625,2.1101714285714284,unknown,"(1120, 800)","(640, 457)"
000000002431,4.890814000000001,588.8385714285714,391.76467812500005,645.3116571428571,unknown,"(1120, 800)","(640, 457)"
000000002431,429.327450375,574.2431428571429,460.83845725,638.3647428571429,unknown,"(1120, 800)","(640, 457)"
000000002431,0.8431078750000001,14.768914285714285,456.572305125,593.0428571428571,unknown,"(1120, 800)","(640, 457)"
000000002431,153.72440325000002,262.8332,200.34765750000003,292.9976571428571,unknown,"(1120, 800)","(640, 457)"
000000002431,453.59186537500005,16.38114285714286,457.56056762500003,93.9892,unknown,"(1120, 800)","(640, 457)"
000000002431,265.42182975000003,263.89714285714285,282.45204900000004,287.04765714285713,unknown,"(1120, 800)","(640, 457)"
000000002431,77.71536350000001,0.8708571428571428,379.64760875,127.46999999999998,unknown,"(1120, 800)","(640, 457)"
000000002431,76.827469625,7.7950285714285705,146.30917837500002,127.69914285714285,unknown,"(1120, 800)","(640, 457)"
000000002473,436.467189324437,276.84027262499995,500.4951592994162,383.25961449999994,person,"(800, 1199)","(427, 640)"
000000002473,118.69555296080065,339.02785875,145.39615012510424,386.67977774999997,person,"(800, 1199)","(427, 640)"
000000002473,1.0774845704753961,341.48572412499993,12.155302752293577,353.58845199999996,unknown,"(800, 1199)","(427, 640)"
000000002473,594.7380150125105,368.7339285,632.9911192660551,385.812914375,unknown,"(800, 1199)","(427, 640)"
000000002473,633.5173711426188,344.28993987499996,640.024874061718,382.29149874999996,unknown,"(800, 1199)","(427, 640)"
000000002532,386.52474,363.56466791744845,425.05116,400.6070994371483,unknown,"(1066, 800)","(640, 480)"
000000002532,282.07974,367.5775159474672,326.18958000000003,402.1216060037524,unknown,"(1066, 800)","(640, 480)"
000000002587,189.76078799249532,12.39975,405.7499530956848,165.95184375,unknown,"(800, 1066)","(375, 500)"
000000002587,392.2138836772983,-0.138590625,413.79455909943715,2.2063125,unknown,"(800, 1066)","(375, 500)"
000000002592,208.66042042042042,85.23875826771653,621.5984624624625,360.87042834645666,unknown,"(762, 1332)","(366, 640)"
000000002592,245.23805405405406,145.37049291338585,350.0745705705706,219.8684,unknown,"(762, 1332)","(366, 640)"
000000002592,263.096984984985,136.12985748031494,272.7061621621622,158.62185433070866,unknown,"(762, 1332)","(366, 640)"
000000002685,110.67724078091106,255.680799375,152.73412581344903,296.1443925,unknown,"(800, 922)","(555, 640)"
000000002685,431.077830802603,208.99079999999998,630.9189414316703,424.8866325,unknown,"(800, 922)","(555, 640)"
000000002685,325.3512885032538,118.034139375,367.8299349240781,147.491735625,unknown,"(800, 922)","(555, 640)"
000000002685,319.2265856832972,59.8401,506.8977700650759,317.4969075,unknown,"(800, 922)","(555, 640)"
000000002685,524.1475748373102,96.015763125,544.240590021692,113.54627062499999,unknown,"(800, 922)","(555, 640)"
000000002685,69.98670715835141,263.415140625,123.82861605206074,318.89349562499996,unknown,"(800, 922)","(555, 640)"
000000002685,112.75370065075921,255.58305000000001,158.44879826464208,298.300914375,unknown,"(800, 922)","(555, 640)"
000000002685,418.6489197396963,139.436049375,634.2939349240781,428.460555,unknown,"(800, 922)","(555, 640)"
000000002685,493.19857700650755,261.16315875,566.5450759219088,338.175166875,unknown,"(800, 922)","(555, 640)"
000000002685,529.13915835141,94.77415875,566.5392451193059,153.682205625,unknown,"(800, 922)","(555, 640)"
000000002685,329.2064902386117,117.95858999999999,363.5589414316703,145.18508625,unknown,"(800, 922)","(555, 640)"
000000002685,326.4322776572668,59.418299999999995,522.4173535791757,365.837893125,unknown,"(800, 922)","(555, 640)"
000000002685,317.49219956616054,62.5454475,629.7558351409978,435.62484187499996,person,"(800, 922)","(555, 640)"
000000002685,327.99819522776573,160.93966312499998,451.1923644251627,336.8841675,unknown,"(800, 922)","(555, 640)"
000000002685,450.1865509761388,-0.0535949625,494.424295010846,40.743937499999994,unknown,"(800, 922)","(555, 640)"
000000002685,180.3153492407809,120.86359875000001,421.1860824295011,327.575083125,unknown,"(800, 922)","(555, 640)"
000000002685,456.54490238611714,-0.4611495,503.8229934924078,46.94814375,unknown,"(800, 922)","(555, 640)"
000000002685,398.2790802603037,6.9416625,602.0061431670282,331.74139875,person,"(800, 922)","(555, 640)"
000000002685,278.796147505423,97.85385375,361.61797830802607,175.99785375,unknown,"(800, 922)","(555, 640)"
000000002923,263.9836772983115,129.48646875,271.41538461538465,139.1235,unknown,"(800, 1066)","(375, 500)"
000000002923,268.84793621013137,241.56154687500003,281.1814727954972,256.25245312500005,unknown,"(800, 1066)","(375, 500)"
000000002923,136.02429643527205,237.447328125,146.37565666041277,252.42403124999998,unknown,"(800, 1066)","(375, 500)"
000000002923,348.76332082551596,142.655625,400.7083489681051,214.769859375,unknown,"(800, 1066)","(375, 500)"
000000002923,55.28860225140713,165.12487499999997,350.24090056285183,203.71996875,unknown,"(800, 1066)","(375, 500)"
000000002923,172.69634146341465,159.67565624999997,183.98536585365855,166.0378125,unknown,"(800, 1066)","(375, 500)"
000000002923,316.2819418386492,140.399015625,347.27012195121955,199.20384375,unknown,"(800, 1066)","(375, 500)"
000000003156,377.265278875,322.53728138528135,451.978004125,464.94847445887444,unknown,"(1155, 800)","(640, 443)"
000000003156,439.68813199999994,164.63576103896105,443.45468412499997,575.4591861471861,unknown,"(1155, 800)","(640, 443)"
000000003156,1.8341307499999997,16.587802597402597,375.23495449999996,632.229458008658,person,"(1155, 800)","(640, 443)"
000000003255,404.47851051051055,300.9140837301587,712.8097537537537,383.8496924603175,unknown,"(756, 1332)","(363, 640)"
000000003255,638.1942582582583,139.0649638888889,640.0990270270271,205.98727896825397,unknown,"(756, 1332)","(363, 640)"
000000003255,636.7664144144144,271.57917023809523,640.251051051051,356.8529119047619,unknown,"(756, 1332)","(363, 640)"
000000003255,-0.12235915915915915,257.35067460317464,2.2993873873873873,359.62928571428574,unknown,"(756, 1332)","(363, 640)"
000000003255,56.667387387387386,249.90864642857144,594.9754714714715,349.296701984127,unknown,"(756, 1332)","(363, 640)"
000000003255,603.9403243243244,337.3969281746032,638.8582822822823,361.81309563492067,unknown,"(756, 1332)","(363, 640)"
000000003255,271.62777177177173,314.9372154761905,292.4892252252252,358.16340912698416,person,"(756, 1332)","(363, 640)"
000000003255,297.12715915915913,311.17003412698415,318.19733333333335,354.26836150793656,person,"(756, 1332)","(363, 640)"
000000003255,234.7951951951952,314.2597115079365,250.23192792792793,358.35969801587305,person,"(756, 1332)","(363, 640)"
000000003255,226.17984384384386,341.6032626984127,262.14813213213216,363.16767142857145,unknown,"(756, 1332)","(363, 640)"
000000003501,578.549304,37.2046275,611.2962,617.369535,unknown,"(800, 800)","(612, 612)"
000000003501,597.5671275000001,168.27230699999998,612.5738265,608.402205,unknown,"(800, 800)","(612, 612)"
000000003501,581.313555,551.6551935,611.9296965,612.2675205,unknown,"(800, 800)","(612, 612)"
