img_name,x_min,y_min,x_max,y_max,label,prob
000000045229,124.9,231.2,138.3,251.2,unknown,0.754
000000045229,22.3,260.1,34.7,282.2,unknown,0.753
000000045229,258.5,229.6,310.6,329.0,unknown,0.752
000000045229,258.4,229.9,307.0,342.8,unknown,0.751
000000045596,385.5,598.0,411.1,636.9,unknown,0.771
000000045596,407.7,468.6,408.3,550.4,unknown,0.730
000000045596,153.2,477.1,227.9,512.7,unknown,0.725
000000045596,194.4,329.9,202.4,346.5,unknown,0.719
000000045596,77.4,358.3,328.1,436.2,unknown,0.718
000000045596,88.5,322.5,248.2,417.7,unknown,0.716
000000045596,122.9,339.7,134.8,363.1,unknown,0.703
000000045596,209.5,342.2,268.0,391.7,unknown,0.703
000000045596,162.6,300.9,170.7,317.3,unknown,0.700
000000045596,122.8,356.1,137.3,377.2,unknown,0.694
000000052996,422.9,145.7,503.8,303.8,unknown,0.762
000000052996,2.6,72.1,639.6,371.0,unknown,0.759
000000052996,75.9,110.9,151.1,188.9,unknown,0.759
000000052996,463.9,134.2,613.7,422.3,unknown,0.759
000000052996,446.0,155.0,556.1,419.6,unknown,0.753
000000052996,77.8,143.1,159.5,287.0,unknown,0.748
000000052996,440.7,125.8,545.5,394.1,unknown,0.747
000000052996,606.6,292.3,638.9,415.6,unknown,0.746
000000052996,171.6,118.9,243.0,285.2,unknown,0.744
000000052996,439.1,127.1,533.7,255.1,unknown,0.741
000000058539,585.6,363.1,646.2,418.9,unknown,0.768
000000058539,215.0,87.8,532.8,417.2,unknown,0.767
000000058539,434.0,115.2,478.2,175.7,unknown,0.766
000000058539,53.0,212.6,210.2,415.9,unknown,0.757
000000058539,411.6,148.9,441.2,191.5,unknown,0.753
000000058539,67.9,30.7,247.3,424.8,unknown,0.753
000000058539,68.8,30.1,204.9,233.8,unknown,0.753
000000058539,230.4,64.2,532.8,418.8,person,0.752
000000058539,228.2,89.2,538.3,416.8,unknown,0.745
000000058539,49.3,20.5,217.4,417.0,person,0.745
000000060835,604.7,419.1,638.7,476.5,unknown,0.793
000000060835,435.5,312.1,619.0,430.1,unknown,0.787
000000060835,151.4,268.1,619.3,460.9,unknown,0.770
000000060835,391.0,329.7,600.1,440.5,unknown,0.769
000000060835,101.6,35.4,489.5,380.4,unknown,0.763
000000060835,224.6,42.2,422.7,258.8,unknown,0.763
000000060835,252.2,100.9,504.0,405.3,unknown,0.761
000000060835,140.1,54.7,514.6,419.6,unknown,0.751
000000060835,189.6,118.8,199.6,124.9,unknown,0.751
000000060835,103.0,106.8,162.0,128.8,unknown,0.750
000000065485,605.6,321.2,637.5,362.9,unknown,0.785
000000065485,16.8,61.8,610.9,247.1,unknown,0.761
000000065485,385.8,91.2,446.6,157.7,unknown,0.759
000000065485,518.8,136.9,566.1,178.9,unknown,0.753
000000065485,425.7,346.8,571.3,363.9,unknown,0.751
000000065485,5.1,174.9,644.0,350.1,unknown,0.751
000000065485,287.3,114.2,304.1,145.3,unknown,0.750
000000065485,572.9,149.6,597.2,173.0,unknown,0.748
000000065485,633.6,236.6,640.2,368.2,unknown,0.747
000000065485,637.7,172.5,640.2,248.2,unknown,0.737
000000067213,607.5,404.0,645.7,470.5,unknown,0.767
000000067213,422.0,58.3,596.5,267.4,unknown,0.759
000000067213,410.1,176.0,498.5,217.5,unknown,0.751
000000067213,445.7,327.2,508.4,412.4,person,0.740
000000067213,265.6,38.7,613.2,234.0,unknown,0.738
000000067213,495.4,329.0,578.9,412.4,person,0.732
000000067213,34.6,96.6,622.8,435.2,unknown,0.726
000000067213,439.3,340.3,461.0,353.7,unknown,0.717
000000067213,401.6,61.9,605.7,262.1,dog,0.715
000000067213,126.1,298.0,137.3,315.2,unknown,0.708
000000068833,601.9,417.4,639.9,474.6,unknown,0.794
000000068833,44.0,141.7,595.6,286.1,unknown,0.771
000000068833,201.5,135.4,228.8,146.2,unknown,0.761
000000068833,392.9,147.9,407.6,172.5,unknown,0.759
000000068833,482.0,228.8,500.3,242.4,unknown,0.758
000000068833,601.7,47.2,626.7,78.6,unknown,0.752
000000068833,441.4,212.7,462.6,235.7,unknown,0.734
000000068833,594.5,227.1,607.7,244.4,unknown,0.730
000000068833,504.9,233.8,517.3,240.1,unknown,0.730
000000068833,-0.0,241.2,14.7,257.0,unknown,0.725
000000078266,625.3,359.1,640.0,432.0,unknown,0.771
000000078266,294.0,5.4,644.2,95.9,unknown,0.744
000000078266,624.8,11.7,640.1,84.0,unknown,0.742
000000078266,486.4,8.2,629.6,102.6,unknown,0.736
000000078266,632.0,155.5,640.0,413.9,unknown,0.735
000000078266,90.5,206.3,117.4,212.3,unknown,0.735
000000078266,520.3,3.4,632.9,102.9,unknown,0.734
000000078266,635.4,275.1,640.1,424.1,unknown,0.733
000000078266,93.3,207.6,117.2,214.2,unknown,0.730
000000078266,290.0,92.1,312.3,151.4,unknown,0.726
000000078404,473.3,302.7,499.2,347.6,unknown,0.790
000000078404,24.6,3.4,299.1,304.5,unknown,0.770
000000078404,13.8,13.2,488.2,317.3,unknown,0.762
000000078404,211.8,14.5,344.7,255.2,unknown,0.757
000000078404,217.6,14.5,420.4,322.3,unknown,0.757
000000078404,37.8,-3.9,390.7,313.6,unknown,0.756
000000078404,141.0,9.8,328.5,137.7,unknown,0.754
000000078404,127.0,38.8,450.8,317.6,unknown,0.753
000000078404,262.3,18.5,273.4,37.1,unknown,0.752
000000078404,111.1,14.4,396.9,279.1,unknown,0.750
000000097022,606.7,377.9,638.9,425.2,unknown,0.792
000000097022,41.6,50.4,605.9,341.4,unknown,0.770
000000097022,510.2,198.5,629.7,257.3,unknown,0.758
000000097022,290.6,81.0,309.4,109.7,unknown,0.756
000000097022,255.0,234.9,303.6,252.3,unknown,0.756
000000097022,493.6,151.5,523.7,170.2,unknown,0.754
000000097022,272.3,234.3,300.6,249.7,unknown,0.751
000000097022,290.8,77.0,318.8,130.5,unknown,0.741
000000097022,415.1,206.3,428.1,221.4,unknown,0.741
000000097022,639.0,216.1,640.0,385.7,unknown,0.737
000000105249,473.0,298.9,498.6,331.2,unknown,0.793
000000105249,11.6,8.0,492.3,326.6,unknown,0.764
000000105249,498.5,170.8,500.0,318.9,unknown,0.737
000000105249,498.9,72.2,499.9,189.8,unknown,0.736
000000105249,498.4,40.6,499.9,91.7,unknown,0.726
000000105249,495.9,26.9,500.4,321.5,unknown,0.726
000000105249,135.3,180.4,145.7,199.3,unknown,0.718
000000105249,266.2,8.5,290.7,16.8,unknown,0.716
000000105249,233.9,1.7,288.6,14.1,unknown,0.709
000000105249,253.4,211.3,282.7,284.0,unknown,0.707
000000114770,601.6,353.3,641.4,399.8,unknown,0.792
000000114770,314.4,30.8,413.1,170.0,unknown,0.772
000000114770,202.1,160.7,309.2,258.8,unknown,0.770
000000114770,172.4,146.4,369.4,309.5,unknown,0.765
000000114770,364.3,12.1,522.0,109.6,unknown,0.764
000000114770,511.9,5.4,630.4,153.7,unknown,0.763
000000114770,189.5,91.0,285.5,139.0,unknown,0.762
000000114770,405.2,1.3,633.1,164.7,unknown,0.762
000000114770,624.3,64.7,639.9,177.9,unknown,0.755
000000114770,457.1,-0.7,618.3,111.1,unknown,0.754
000000136772,473.8,292.0,500.8,331.9,unknown,0.789
000000136772,76.8,78.8,496.8,334.8,unknown,0.775
000000136772,132.7,188.5,246.2,265.3,unknown,0.769
000000136772,139.2,28.2,378.7,92.7,unknown,0.766
000000136772,203.7,137.6,484.2,331.8,unknown,0.764
000000136772,128.3,28.5,292.8,106.9,unknown,0.761
000000136772,238.1,244.9,489.5,330.9,unknown,0.754
000000136772,3.1,160.8,501.5,338.9,unknown,0.753
000000136772,-4.7,199.7,494.2,342.6,unknown,0.745
000000136772,-1.5,264.0,489.5,338.4,unknown,0.742
000000141597,598.1,377.5,641.4,424.2,unknown,0.794
000000141597,16.2,158.4,626.3,368.7,unknown,0.776
000000141597,200.5,245.5,554.5,349.4,unknown,0.773
000000141597,155.2,132.3,369.8,329.7,unknown,0.771
000000141597,138.9,196.3,203.8,253.8,unknown,0.771
000000141597,421.2,249.0,543.4,328.8,unknown,0.767
000000141597,401.3,251.3,444.9,281.1,unknown,0.765
000000141597,17.8,174.5,623.2,334.3,unknown,0.763
000000141597,44.0,166.0,606.5,340.5,unknown,0.756
000000141597,124.5,207.6,143.1,229.1,unknown,0.748
000000144798,403.8,568.8,427.3,640.8,unknown,0.768
000000144798,1.0,58.2,425.0,464.6,unknown,0.763
000000144798,56.2,309.6,145.4,392.3,unknown,0.743
000000144798,422.5,128.5,425.2,254.8,unknown,0.738
000000144798,423.4,329.3,425.1,535.2,unknown,0.737
000000144798,0.4,366.9,58.7,425.5,unknown,0.736
000000144798,406.8,99.6,426.6,410.9,unknown,0.735
000000144798,56.3,424.6,89.5,462.4,unknown,0.732
000000144798,420.9,302.5,425.1,444.0,unknown,0.731
000000144798,384.4,149.5,427.3,258.0,unknown,0.731
000000163258,617.9,396.2,638.4,476.8,unknown,0.779
000000163258,12.7,12.7,630.3,416.1,unknown,0.767
000000163258,99.5,23.1,541.8,207.9,unknown,0.765
000000163258,85.9,242.9,121.2,266.2,unknown,0.762
000000163258,587.4,216.1,639.3,232.3,unknown,0.733
000000163258,638.2,47.5,640.1,102.0,unknown,0.725
000000163258,636.5,275.8,639.9,455.3,unknown,0.719
000000163258,606.8,85.1,614.6,91.4,unknown,0.716
000000163258,630.9,281.5,639.7,292.9,unknown,0.715
000000163258,627.3,283.4,640.4,292.5,unknown,0.671
000000165257,600.2,311.8,640.5,355.5,unknown,0.791
000000165257,51.0,18.7,593.2,338.2,unknown,0.770
000000165257,127.6,74.2,358.9,139.7,unknown,0.766
000000165257,490.9,327.6,533.1,358.5,unknown,0.766
000000165257,139.7,99.8,166.3,113.5,unknown,0.765
000000165257,116.6,78.0,463.5,146.1,unknown,0.764
000000165257,140.3,71.7,332.7,130.6,unknown,0.764
000000165257,122.0,61.4,453.1,230.7,unknown,0.763
000000165257,131.2,71.8,435.3,137.2,unknown,0.761
000000165257,607.9,213.9,640.5,256.4,unknown,0.754
000000170099,610.7,423.0,641.6,475.5,unknown,0.790
000000170099,23.2,247.9,358.2,480.2,unknown,0.775
000000170099,472.5,279.2,549.0,357.6,unknown,0.772
000000170099,12.0,102.0,358.0,471.8,unknown,0.771
000000170099,-1.2,387.6,75.8,480.0,unknown,0.766
000000170099,367.5,269.5,385.1,286.9,unknown,0.762
000000170099,15.5,34.3,357.6,471.0,person,0.760
000000170099,1.1,15.2,639.7,471.4,unknown,0.755
000000170099,624.9,15.1,641.4,176.7,unknown,0.751
000000170099,-16.8,411.9,610.3,486.0,unknown,0.746
000000173008,609.5,417.6,639.9,477.1,unknown,0.796
000000173008,250.2,77.9,404.2,256.9,unknown,0.774
000000173008,238.7,68.7,509.3,476.1,person,0.772
000000173008,10.3,50.5,632.4,469.9,unknown,0.771
000000173008,626.3,274.6,640.9,396.1,unknown,0.770
000000173008,634.3,156.4,640.6,347.5,unknown,0.765
000000173008,236.9,104.6,495.0,469.4,unknown,0.762
000000173008,330.8,311.0,446.3,442.7,unknown,0.760
000000173008,0.1,206.4,58.1,417.0,unknown,0.759
000000173008,391.8,130.5,415.1,181.3,unknown,0.748
000000177935,451.1,583.9,484.6,637.7,unknown,0.780
000000177935,1.2,56.9,480.1,596.1,unknown,0.771
000000177935,205.4,478.4,346.3,638.7,unknown,0.747
000000177935,3.1,140.5,80.7,353.6,unknown,0.741
000000177935,478.7,381.4,480.1,563.6,unknown,0.737
000000177935,45.2,158.6,123.6,263.0,unknown,0.730
000000177935,478.3,115.4,480.6,202.4,unknown,0.727
000000177935,62.8,160.9,82.9,180.4,unknown,0.723
000000177935,232.6,99.1,365.0,146.9,unknown,0.720
000000177935,1.4,64.2,22.7,623.8,unknown,0.710
000000179765,597.3,422.0,640.3,476.5,unknown,0.800
000000179765,241.4,164.3,514.2,370.1,unknown,0.775
000000179765,110.9,80.8,508.1,231.6,unknown,0.771
000000179765,14.2,68.8,628.7,379.9,unknown,0.769
000000179765,92.1,89.1,596.2,387.6,unknown,0.761
000000179765,214.5,114.2,331.1,291.1,unknown,0.755
000000179765,95.4,38.2,592.7,385.1,motorbike,0.753
000000179765,109.9,218.9,227.5,307.2,unknown,0.753
000000179765,-0.2,327.3,14.3,473.2,unknown,0.751
000000179765,234.3,87.3,270.1,98.3,unknown,0.743
000000187243,446.8,600.0,487.1,637.4,unknown,0.785
000000187243,4.7,250.3,314.3,630.5,unknown,0.770
000000187243,105.7,249.8,294.9,614.2,unknown,0.770
000000187243,118.7,242.5,304.4,623.1,unknown,0.769
000000187243,-3.6,238.6,320.2,626.3,unknown,0.765
000000187243,1.0,29.3,479.9,652.7,unknown,0.764
000000187243,60.4,301.5,207.0,505.5,unknown,0.764
000000187243,-1.0,242.7,316.5,635.1,person,0.759
000000187243,475.4,369.4,480.1,544.7,unknown,0.755
000000187243,4.9,243.2,304.7,384.9,unknown,0.753
000000203317,470.6,400.1,496.5,420.9,unknown,0.778
000000203317,234.4,212.4,333.7,378.0,unknown,0.777
000000203317,2.4,47.2,500.4,416.9,unknown,0.772
000000203317,242.9,219.1,369.1,381.8,unknown,0.769
000000203317,165.4,147.3,195.8,174.3,unknown,0.766
000000203317,162.1,161.0,194.2,208.7,unknown,0.764
000000203317,274.5,212.5,329.6,314.8,unknown,0.763
000000203317,75.6,132.3,101.8,164.5,unknown,0.759
000000203317,214.2,202.2,455.9,395.2,unknown,0.756
000000203317,170.4,189.6,193.0,237.2,unknown,0.755
000000205834,594.1,373.3,640.3,424.6,unknown,0.790
000000205834,209.4,51.5,407.1,242.2,unknown,0.780
000000205834,217.7,30.1,431.8,217.0,unknown,0.770
000000205834,160.9,77.9,566.9,417.2,unknown,0.770
000000205834,16.5,24.3,626.2,408.7,unknown,0.767
000000205834,165.8,32.0,521.3,413.8,unknown,0.762
000000205834,130.7,353.6,173.6,398.4,unknown,0.755
000000205834,-0.6,100.7,24.8,179.9,unknown,0.750
000000205834,637.9,65.5,640.0,245.5,unknown,0.747
000000205834,-5.0,403.1,105.8,428.2,unknown,0.746
000000206411,605.4,425.7,640.1,476.4,unknown,0.795
000000206411,5.2,205.5,197.4,432.4,unknown,0.773
000000206411,40.8,208.3,223.5,402.7,unknown,0.769
000000206411,0.8,190.9,186.9,407.3,unknown,0.768
000000206411,1.2,5.6,640.2,466.3,unknown,0.766
000000206411,7.7,185.9,130.0,371.1,unknown,0.763
000000206411,31.5,175.6,186.9,374.6,unknown,0.762
000000206411,6.1,198.7,115.6,385.8,unknown,0.757
000000206411,637.5,278.6,639.9,474.9,unknown,0.746
000000206411,637.9,139.5,640.0,345.3,unknown,0.746
000000211042,424.2,585.1,466.8,637.7,unknown,0.775
000000211042,38.2,314.7,132.7,418.6,unknown,0.768
000000211042,2.5,58.0,458.1,568.4,unknown,0.762
000000211042,39.8,304.1,186.4,410.1,unknown,0.758
000000211042,184.7,179.7,310.6,386.9,unknown,0.758
000000211042,152.7,180.5,298.3,354.3,unknown,0.753
000000211042,396.5,96.4,454.1,163.8,unknown,0.751
000000211042,132.4,188.1,249.4,504.0,unknown,0.750
000000211042,161.1,189.6,253.0,461.5,unknown,0.748
000000211042,161.1,199.1,289.3,542.4,unknown,0.747
000000223747,461.2,321.1,501.6,368.4,unknown,0.789
000000223747,250.3,3.5,500.3,151.1,unknown,0.771
000000223747,9.9,2.3,208.8,285.2,unknown,0.768
000000223747,28.2,8.5,260.1,241.5,unknown,0.767
000000223747,410.7,100.1,501.4,363.0,unknown,0.766
000000223747,17.5,2.1,242.8,288.2,unknown,0.765
000000223747,392.8,95.1,500.0,364.7,unknown,0.763
000000223747,16.9,3.7,372.2,223.8,unknown,0.762
000000223747,13.4,175.1,212.1,367.9,unknown,0.762
000000223747,416.3,103.3,498.6,264.0,unknown,0.762
000000224051,603.2,378.3,639.0,425.7,unknown,0.792
000000224051,90.5,132.0,549.9,305.1,unknown,0.779
000000224051,360.0,113.1,445.1,274.0,unknown,0.766
000000224051,176.2,177.4,193.5,197.2,unknown,0.758
000000224051,486.7,181.8,493.3,185.1,unknown,0.757
000000224051,364.8,85.4,498.3,197.6,unknown,0.756
000000224051,567.1,197.3,572.5,201.7,unknown,0.754
000000224051,101.6,32.8,130.1,59.5,unknown,0.752
000000224051,372.1,134.4,414.9,224.5,unknown,0.750
000000224051,368.1,87.2,447.7,188.4,unknown,0.749
000000224200,594.4,562.5,647.7,635.8,unknown,0.798
000000224200,2.2,92.2,640.0,558.3,unknown,0.780
000000224200,434.3,194.3,635.0,486.2,unknown,0.777
000000224200,74.6,241.5,316.5,490.9,unknown,0.767
000000224200,203.0,373.3,432.8,503.3,unknown,0.765
000000224200,185.8,381.5,427.9,498.7,unknown,0.765
000000224200,436.8,372.1,635.3,489.2,unknown,0.764
000000224200,66.2,156.3,102.5,204.9,unknown,0.762
000000224200,237.3,370.8,413.7,485.8,unknown,0.762
000000224200,633.5,183.5,640.5,422.9,unknown,0.761
000000227044,140.0,65.5,446.2,421.7,unknown,0.793
000000227044,612.9,415.4,639.2,478.0,unknown,0.783
000000227044,195.4,70.4,429.1,268.1,unknown,0.779
000000227044,261.9,182.3,618.9,420.5,unknown,0.778
000000227044,120.4,17.5,632.3,346.3,unknown,0.775
000000227044,117.9,28.0,646.1,421.3,unknown,0.773
000000227044,6.4,31.9,639.5,429.5,unknown,0.761
000000227044,136.5,97.1,573.9,425.5,unknown,0.759
000000227044,632.2,348.2,640.4,492.5,unknown,0.758
000000227044,356.3,9.2,389.0,36.6,unknown,0.748
000000228436,599.0,433.2,641.8,479.5,unknown,0.788
000000228436,99.1,185.5,546.7,476.5,unknown,0.738
000000228436,115.0,180.9,555.2,481.9,bicycle,0.707
000000228436,110.4,176.3,543.8,476.0,unknown,0.706
000000228436,-0.0,373.7,43.0,418.5,unknown,0.700
000000228436,638.0,174.4,640.0,204.5,unknown,0.698
000000228436,517.7,169.0,638.0,223.3,unknown,0.690
000000228436,95.6,142.2,630.9,194.0,unknown,0.659
000000228436,538.5,171.0,634.4,211.2,unknown,0.646
000000228436,492.2,152.1,575.0,183.7,unknown,0.634
000000228942,596.1,267.4,638.7,317.9,unknown,0.788
000000228942,257.2,43.5,531.7,160.7,unknown,0.770
000000228942,457.1,115.2,472.5,131.8,unknown,0.759
000000228942,13.7,22.4,495.3,171.8,unknown,0.754
000000228942,46.1,31.5,582.7,186.3,unknown,0.748
000000228942,35.0,25.4,529.9,146.4,unknown,0.744
000000228942,466.4,116.7,568.6,146.8,unknown,0.742
000000228942,103.7,148.7,132.6,179.0,unknown,0.731
000000228942,0.0,25.0,639.0,289.3,unknown,0.730
000000228942,259.6,162.7,272.9,174.7,unknown,0.729
000000229311,471.1,337.3,499.6,373.4,unknown,0.791
000000229311,342.8,87.5,455.3,190.5,unknown,0.762
000000229311,275.4,0.4,331.5,178.5,unknown,0.760
000000229311,284.7,0.5,333.8,56.4,unknown,0.760
000000229311,215.5,141.8,237.0,183.2,unknown,0.760
000000229311,372.1,6.1,451.0,77.2,unknown,0.758
000000229311,385.8,3.9,485.7,76.3,unknown,0.757
000000229311,108.5,163.9,123.9,199.9,unknown,0.756
000000229311,3.1,1.7,499.5,375.3,unknown,0.755
000000229311,97.9,153.8,118.9,195.5,unknown,0.753
000000229358,594.6,370.8,638.8,418.4,unknown,0.790
000000229358,376.1,13.0,621.9,315.1,unknown,0.775
000000229358,486.3,105.2,544.5,237.6,unknown,0.772
000000229358,491.2,166.6,630.1,408.6,unknown,0.768
000000229358,8.2,10.1,130.0,241.5,unknown,0.765
000000229358,351.7,357.8,379.3,387.7,unknown,0.757
000000229358,537.5,273.0,640.1,419.1,unknown,0.756
000000229358,274.8,108.7,317.0,160.6,unknown,0.755
000000229358,295.5,127.8,365.3,241.2,unknown,0.754
000000229358,464.3,40.9,494.6,97.8,unknown,0.752
000000232563,444.4,581.9,485.4,633.8,unknown,0.778
000000232563,180.7,50.3,439.4,628.8,unknown,0.775
000000232563,106.8,111.4,441.2,627.9,unknown,0.770
000000232563,127.8,83.8,438.3,638.1,unknown,0.769
000000232563,137.1,407.9,351.6,615.3,unknown,0.762
000000232563,84.2,81.2,423.1,635.7,person,0.760
000000232563,1.7,322.2,128.7,637.0,unknown,0.756
000000232563,342.5,368.6,386.1,537.5,unknown,0.755
000000232563,87.2,108.3,398.0,632.3,unknown,0.754
000000232563,479.0,196.1,480.4,402.7,unknown,0.753
000000234413,603.0,430.2,637.9,477.0,unknown,0.793
000000234413,3.9,4.8,637.5,476.2,unknown,0.766
000000234413,576.5,43.5,611.8,109.6,unknown,0.761
000000234413,524.1,39.7,612.3,108.7,unknown,0.760
000000234413,427.1,431.5,574.8,480.2,unknown,0.756
000000234413,637.0,317.5,639.8,476.6,unknown,0.747
000000234413,370.7,431.4,576.5,480.6,unknown,0.741
000000234413,639.0,102.2,640.0,209.3,unknown,0.733
000000234413,224.3,53.9,244.4,63.8,unknown,0.731
000000234413,470.2,60.8,498.8,110.9,unknown,0.716
000000234807,608.4,448.9,637.0,461.3,unknown,0.764
000000234807,2.2,212.2,638.9,343.8,unknown,0.763
000000234807,148.3,247.1,225.0,395.0,unknown,0.754
000000234807,35.2,221.3,216.8,276.8,unknown,0.753
000000234807,634.9,252.3,640.2,453.6,unknown,0.744
000000234807,128.9,218.3,203.8,310.8,unknown,0.743
000000234807,493.2,185.2,598.2,399.6,unknown,0.740
000000234807,597.8,188.3,639.1,199.9,unknown,0.737
000000234807,636.5,210.5,640.1,264.1,unknown,0.735
000000234807,512.5,169.5,626.0,367.7,unknown,0.730
000000239627,606.3,383.2,638.9,424.0,unknown,0.785
000000239627,460.5,170.8,499.9,248.5,unknown,0.765
000000239627,369.3,216.5,402.3,252.1,unknown,0.752
000000239627,472.6,204.5,519.0,323.0,unknown,0.746
000000239627,196.6,189.2,247.8,231.0,unknown,0.745
000000239627,2.2,393.4,20.8,425.0,unknown,0.740
000000239627,452.7,2.5,559.1,108.6,unknown,0.738
000000239627,155.6,38.4,217.5,89.8,unknown,0.736
000000239627,1.3,23.0,25.4,325.5,unknown,0.734
000000239627,459.4,0.8,577.3,13.2,unknown,0.730
000000241602,608.1,379.8,641.1,424.4,unknown,0.792
000000241602,108.7,61.6,536.2,333.1,unknown,0.773
000000241602,64.8,364.4,114.3,383.9,unknown,0.757
000000241602,531.2,111.6,547.0,130.9,unknown,0.756
000000241602,284.6,83.7,431.5,153.0,unknown,0.750
000000241602,188.3,105.7,356.1,171.8,unknown,0.746
000000241602,215.2,128.0,260.3,173.8,unknown,0.737
000000241602,215.9,128.9,258.5,172.3,unknown,0.734
000000241602,89.7,234.6,101.2,255.4,unknown,0.729
000000241602,138.4,85.4,152.3,124.0,unknown,0.729
000000245764,603.6,427.6,639.8,475.7,unknown,0.789
000000245764,87.4,1.3,353.4,292.4,unknown,0.779
000000245764,224.1,7.0,560.5,229.4,unknown,0.778
000000245764,102.2,-0.2,381.1,200.5,unknown,0.774
000000245764,81.4,2.3,502.2,275.5,unknown,0.773
000000245764,74.1,9.4,474.3,428.7,unknown,0.771
000000245764,166.5,4.2,559.5,203.4,unknown,0.770
000000245764,100.0,2.0,532.1,200.0,unknown,0.761
000000245764,514.9,12.0,631.3,286.3,unknown,0.760
000000245764,111.2,3.6,568.9,212.8,unknown,0.759
000000246963,603.7,379.1,638.6,417.2,unknown,0.797
000000246963,435.1,151.0,526.9,303.0,person,0.756
000000246963,93.1,138.4,544.0,258.6,unknown,0.749
000000246963,117.7,126.7,511.1,285.9,unknown,0.744
000000246963,281.3,152.2,535.7,257.1,unknown,0.737
000000246963,461.8,199.5,518.5,273.8,unknown,0.737
000000246963,142.0,143.2,476.2,222.6,unknown,0.737
000000246963,452.7,153.8,516.8,227.6,unknown,0.733
000000246963,359.2,125.5,432.0,247.8,person,0.731
000000246963,458.5,159.4,491.0,190.0,unknown,0.728
000000259640,596.6,348.4,640.0,418.7,unknown,0.770
000000259640,36.7,55.0,529.3,368.6,unknown,0.765
000000259640,55.0,67.9,440.5,341.5,unknown,0.763
000000259640,50.4,63.0,381.1,364.5,unknown,0.754
000000259640,96.1,93.7,590.8,369.5,unknown,0.753
000000259640,18.0,128.1,642.1,407.2,unknown,0.750
000000259640,-0.1,180.2,31.9,228.5,unknown,0.745
000000259640,-0.3,174.0,48.8,224.9,unknown,0.743
000000259640,305.9,382.5,424.3,425.9,unknown,0.741
000000259640,28.4,60.5,362.9,344.5,unknown,0.741
000000260925,597.1,420.5,639.8,480.3,unknown,0.789
000000260925,233.7,256.1,548.9,414.4,unknown,0.780
000000260925,491.7,32.2,629.6,222.7,unknown,0.776
000000260925,102.7,45.6,635.5,333.1,unknown,0.775
000000260925,5.5,41.8,248.3,295.9,unknown,0.767
000000260925,108.7,36.7,619.7,243.4,unknown,0.767
000000260925,101.8,260.6,393.2,423.0,unknown,0.766
000000260925,401.0,47.3,650.3,323.8,unknown,0.764
000000260925,391.9,52.0,617.1,241.4,unknown,0.764
000000260925,31.3,33.7,634.7,367.1,unknown,0.758
000000268831,243.4,183.8,257.6,199.3,unknown,0.803
