img_name,x_min,y_min,x_max,y_max,label,prob,scaled_size
000000001490,932.3999,245.7397,1040.625,503.9746,person,1.0,(656|1332)
000000001490,747.1688,478.9841,1205.0436,512.3047,unknown,1.0,(656|1332)
000000001503,0.0,330.0,423.0688,786.6666,unknown,1.0,(800|1066)
000000001503,399.75,590.0,529.6688,670.0,unknown,1.0,(800|1066)
000000001503,536.3312,506.6666,1052.6749,660.0,unknown,1.0,(800|1066)
000000001503,416.4062,36.6667,792.8374,336.6667,unknown,1.0,(800|1066)
000000001503,1016.0312,513.3333,1066.0,549.9999,unknown,1.0,(800|1066)
000000001532,1.6656,614.9999,199.875,788.3333,car,1.0,(800|1066)
000000001532,834.4781,661.6666,919.4249,740.0,car,1.0,(800|1066)
000000001532,333.125,668.3333,389.7563,713.3333,car,1.0,(800|1066)
000000001532,176.5562,625.0,309.8062,726.6666,car,1.0,(800|1066)
000000001532,374.7657,651.6667,409.7437,678.3333,truck,1.0,(800|1066)
000000001532,709.5562,664.9999,817.8218,758.3333,car,1.0,(800|1066)
000000001532,674.5782,670.0,719.55,716.6666,car,1.0,(800|1066)
000000001532,374.7656,601.6666,701.228,801.6666,car,1.0,(800|1066)
000000001584,164.7058,117.647,686.2745,700.6536,bus,1.0,(800|800)
000000001584,248.366,397.3856,326.7974,484.9673,person,1.0,(800|800)
000000001584,568.6274,441.8301,590.8496,475.817,person,1.0,(800|800)
000000001584,389.5425,436.6013,436.6013,482.353,person,1.0,(800|800)
000000001584,227.451,222.2222,266.6667,253.5948,person,1.0,(800|800)
000000001584,388.2353,209.1503,422.2222,237.9085,person,1.0,(800|800)
000000001584,158.1699,508.4967,168.6275,537.2549,person,1.0,(800|800)
000000001584,742.4837,413.0719,801.3072,529.4118,bus,1.0,(800|800)
000000001584,118.9543,507.1896,137.2549,554.2484,person,1.0,(800|800)
000000001584,277.1242,219.6078,301.9608,248.366,person,1.0,(800|800)
000000001584,101.9608,492.8105,128.1046,563.3987,person,1.0,(800|800)
000000001584,132.0262,518.9543,151.634,562.0915,person,1.0,(800|800)
000000001584,147.7124,511.1111,166.0131,563.3987,person,1.0,(800|800)
000000001584,656.2092,411.7647,741.1766,504.5752,bus,1.0,(800|800)
000000001675,0.0,23.3333,1067.6656,513.3333,cat,1.0,(800|1066)
000000001675,101.6032,611.6666,949.4062,790.0,unknown,1.0,(800|1066)
000000001761,528.3373,260.4078,625.7611,344.7125,aeroplane,1.0,(1199|800)
000000001761,281.0305,14.9875,421.5457,161.1156,aeroplane,1.0,(1199|800)
000000001761,20.6089,1152.1641,31.8501,1176.5188,person,1.0,(1199|800)
000000001761,7.4941,1154.0375,22.4824,1174.6454,person,1.0,(1199|800)
000000001761,28.103,1150.2908,41.2178,1176.5189,person,1.0,(1199|800)
000000001761,67.4473,1170.8984,78.6885,1185.886,person,1.0,(1199|800)
000000001761,39.3443,1155.911,54.3326,1176.5187,person,1.0,(1199|800)
000000001818,334.8625,1.8823,1205.8812,801.8824,zebra,1.0,(800|1204)
000000001818,0.0,1.8823,1200.2375,801.8824,zebra,1.0,(800|1204)
000000001993,492.2156,370.4057,1173.3047,792.3627,unknown,1.0,(800|1221)
000000001993,207.9516,477.327,434.9812,780.907,unknown,1.0,(800|1221)
000000001993,0.0,568.9738,68.6813,780.9069,unknown,1.0,(800|1221)
000000001993,0.0,479.2362,295.7109,801.9092,unknown,1.0,(800|1221)
000000002006,76.6188,133.3333,1016.0312,711.6667,bus,1.0,(800|1066)
000000002006,521.3406,315.0,629.6063,428.3333,person,1.0,(800|1066)
000000002006,8.3281,420.0,84.9469,603.3333,person,1.0,(800|1066)
000000002006,556.3188,363.3333,579.6376,391.6667,unknown,1.0,(800|1066)
000000002006,44.9719,453.3333,54.9656,508.3333,unknown,1.0,(800|1066)
000000002006,14.9906,85.0,56.6312,128.3333,person,1.0,(800|1066)
000000002006,91.6094,0.0,116.5938,53.3333,unknown,1.0,(800|1066)
000000002006,201.5406,108.3333,213.2,128.3333,unknown,1.0,(800|1066)
000000002149,0.0,133.0211,1199.0,790.6323,unknown,1.0,(800|1199)
000000002149,179.85,176.1124,636.9688,610.7728,unknown,1.0,(800|1199)
000000002153,471.3719,456.6667,777.8469,743.3333,person,1.0,(800|1066)
000000002153,617.9468,345.0,722.8813,676.6666,person,1.0,(800|1066)
000000002153,619.6125,306.6667,766.1876,395.0,unknown,1.0,(800|1066)
000000002153,289.8188,0.0,399.75,200.0,person,1.0,(800|1066)
000000002153,458.0469,503.3333,632.9375,728.3333,person,1.0,(800|1066)
000000002157,400.9156,533.9579,616.361,753.1616,unknown,1.0,(800|1199)
000000002157,754.9953,395.3162,966.6938,532.0844,unknown,1.0,(800|1199)
000000002157,29.975,324.1218,505.8281,687.5878,unknown,1.0,(800|1199)
000000002157,430.8906,97.4239,547.0438,378.4543,unknown,1.0,(800|1199)
000000002157,258.5344,50.5855,376.5609,318.5012,unknown,1.0,(800|1199)
000000002157,86.1781,31.8501,213.5719,303.5129,unknown,1.0,(800|1199)
000000002157,170.4828,162.9977,296.0031,322.2482,unknown,1.0,(800|1199)
000000002157,305.3703,127.4005,438.3844,331.6159,unknown,1.0,(800|1199)
000000002157,211.6984,28.103,312.8641,174.2389,unknown,1.0,(800|1199)
000000002157,0.0,129.274,95.5453,251.0539,unknown,1.0,(800|1199)
000000002157,93.6719,112.4122,207.9516,290.3981,unknown,1.0,(800|1199)
000000002157,444.0047,89.9298,563.9047,335.363,unknown,1.0,(800|1199)
000000002157,5.6203,221.0773,119.9,402.8103,unknown,1.0,(800|1199)
000000002157,917.9844,311.007,1043.5048,438.4075,unknown,1.0,(800|1199)
000000002157,1.8734,61.8267,1200.8734,792.5059,unknown,1.0,(800|1199)
000000002157,404.6625,580.7963,766.236,792.5059,unknown,1.0,(800|1199)
000000002261,530.1828,284.7775,715.6531,509.6019,person,1.0,(800|1199)
000000002261,496.4609,468.3841,659.45,556.4403,unknown,1.0,(800|1199)
000000002299,267.448,598.6754,291.28,643.7086,unknown,1.0,(800|1324)
000000002299,873.84,156.2914,895.0239,196.0265,unknown,1.0,(800|1324)
000000002299,1083.0321,161.5894,1104.2159,203.9735,unknown,1.0,(800|1324)
000000002299,492.528,158.9404,511.064,188.0795,unknown,1.0,(800|1324)
000000002299,185.36,500.6622,357.48,800.0,person,1.0,(800|1324)
000000002299,368.072,503.3112,561.376,792.053,person,1.0,(800|1324)
000000002299,540.1921,495.3642,717.608,765.5629,person,1.0,(800|1324)
000000002299,680.536,508.6093,876.488,762.9139,person,1.0,(800|1324)
000000002299,865.896,503.3112,1035.368,757.6158,person,1.0,(800|1324)
000000002299,1024.7761,511.2583,1191.6,776.1589,person,1.0,(800|1324)
000000002299,1043.3119,336.4238,1154.528,582.7814,person,1.0,(800|1324)
000000002299,876.488,347.0199,1056.552,659.6027,person,1.0,(800|1324)
000000002299,852.6559,341.7218,958.576,535.0993,person,1.0,(800|1324)
000000002299,158.88,84.7682,301.872,370.8609,person,1.0,(800|1324)
000000002299,262.152,211.9205,389.256,410.596,person,1.0,(800|1324)
000000002299,1141.288,354.9669,1255.152,731.1258,person,1.0,(800|1324)
000000002299,460.752,603.9735,479.288,641.0596,unknown,1.0,(800|1324)
000000002299,619.632,582.7814,651.408,625.1656,unknown,1.0,(800|1324)
000000002299,773.216,603.9735,791.7521,627.8146,unknown,1.0,(800|1324)
000000002299,611.688,150.9934,630.224,185.4305,unknown,1.0,(800|1324)
000000002299,738.7921,124.5033,775.864,161.5894,unknown,1.0,(800|1324)
000000002299,752.032,312.5828,863.248,603.9735,person,1.0,(800|1324)
000000002299,0.0,47.6821,1324.0,747.0198,person,1.0,(800|1324)
000000002431,537.418,1.75,754.4858,367.5,unknown,1.0,(1120|800)
000000002431,185.558,684.25,411.3786,994.0001,unknown,1.0,(1120|800)
000000002431,624.9453,726.25,801.7505,1107.75,unknown,1.0,(1120|800)
000000002431,315.0985,204.75,428.884,339.5,unknown,1.0,(1120|800)
000000002431,77.0241,659.75,322.1006,820.7499,unknown,1.0,(1120|800)
000000002431,764.9891,840.0,796.4989,869.7499,unknown,1.0,(1120|800)
000000002431,8.7528,10.5,801.7505,1097.25,unknown,1.0,(1120|800)
000000002431,178.5558,0.0,358.8622,211.75,person,1.0,(1120|800)
000000002431,0.0,0.0,141.7943,238.0,person,1.0,(1120|800)
000000002473,455.2454,174.2389,702.5391,457.1429,person,1.0,(800|1199)
000000002473,816.8187,524.5901,934.8453,713.8174,person,1.0,(800|1199)
000000002473,222.9391,638.876,269.775,723.1851,person,1.0,(800|1199)
000000002473,59.95,614.5199,110.5328,666.9789,person,1.0,(800|1199)
000000002473,533.9297,404.6838,616.361,500.2342,unknown,1.0,(800|1199)
000000002532,303.3333,508.0157,475.0,789.5063,person,1.0,(1066|800)
000000002532,343.3333,737.8719,445.0,819.4875,unknown,1.0,(1066|800)
000000002587,110.864,0.0,961.532,763.7334,unknown,1.0,(800|1066)
000000002587,366.704,21.3333,891.176,569.6,unknown,1.0,(800|1066)
000000002592,0.0,0.0,1327.8375,753.6721,unknown,1.0,(762|1332)
000000002592,462.0375,70.7869,901.1812,516.3278,unknown,1.0,(762|1332)
000000002592,56.1937,449.7049,1284.1312,655.8196,unknown,1.0,(762|1332)
000000002685,151.2656,399.2793,217.5343,508.8288,unknown,1.0,(800|922)
000000002685,174.3156,392.072,260.7531,485.7657,unknown,1.0,(800|922)
000000002685,197.3656,379.0991,254.9906,449.7297,unknown,1.0,(800|922)
000000002685,230.5,357.4775,259.3125,412.2523,unknown,1.0,(800|922)
000000002685,242.025,341.6216,267.9562,383.4235,unknown,1.0,(800|922)
000000002685,201.6875,369.009,256.4312,419.4594,unknown,1.0,(800|922)
000000002685,252.1094,338.7387,267.9562,364.6847,unknown,1.0,(800|922)
000000002685,453.7968,80.7207,920.5593,635.6757,person,1.0,(800|922)
000000002685,404.8156,141.2613,655.4844,497.2973,person,1.0,(800|922)
000000002685,36.0156,314.2342,306.8531,792.7927,person,1.0,(800|922)
000000002685,263.6344,175.8559,456.6781,275.3153,person,1.0,(800|922)
000000002685,221.8562,356.036,257.8719,416.5766,unknown,1.0,(800|922)
000000002685,112.3687,272.4324,157.0281,328.6486,unknown,1.0,(800|922)
000000002685,528.7094,288.2883,557.5219,315.6757,unknown,1.0,(800|922)
000000002685,577.6906,10.0901,875.9,497.2973,person,1.0,(800|922)
000000002685,723.1938,367.5676,782.2593,454.0541,unknown,1.0,(800|922)
000000002685,407.6969,211.8919,429.3062,223.4234,unknown,1.0,(800|922)
000000002685,201.6875,454.0541,252.1094,508.8288,unknown,1.0,(800|922)
000000002685,231.9406,190.2703,744.8031,789.9099,person,1.0,(800|922)
000000002923,575.64,516.2668,601.2239,546.1334,bird,1.0,(800|1066)
000000002923,287.82,503.4667,309.14,537.6,bird,1.0,(800|1066)
000000002923,362.44,337.0667,392.288,354.1334,bird,1.0,(800|1066)
000000002923,524.472,403.2,660.92,441.6,boat,1.0,(800|1066)
000000002923,238.784,407.4667,307.008,458.6667,boat,1.0,(800|1066)
000000002923,51.168,418.1334,112.996,458.6667,boat,1.0,(800|1066)
000000002923,989.248,311.4667,1068.132,462.9333,boat,1.0,(800|1066)
000000003156,7.2235,27.0703,662.754,1147.7812,person,1.0,(1155|800)
000000003156,0.0,292.3593,111.9639,404.25,unknown,1.0,(1155|800)
000000003156,460.4966,447.5625,801.8059,1111.6875,unknown,1.0,(1155|800)
000000003255,511.9875,664.3637,536.9625,745.5868,person,1.0,(756|1332)
000000003255,543.2062,647.7025,570.2625,743.5042,person,1.0,(756|1332)
000000003255,564.0187,651.8678,603.5626,747.6694,person,1.0,(756|1332)
000000003255,613.9687,651.8678,661.8375,735.1736,person,1.0,(756|1332)
000000003255,574.425,735.1736,605.6437,747.6694,unknown,1.0,(756|1332)
000000003255,534.8813,714.3471,549.45,739.3389,unknown,1.0,(756|1332)
000000003255,564.0187,662.281,588.9937,703.9338,unknown,1.0,(756|1332)
000000003255,489.0938,660.1984,509.9062,741.4214,person,1.0,(756|1332)
000000003255,638.9438,691.4381,661.8375,728.9257,unknown,1.0,(756|1332)
000000003255,503.6624,656.0331,522.3937,745.5868,person,1.0,(756|1332)
000000003501,163.3987,87.5817,345.0981,292.8104,unknown,1.0,(800|800)
000000003501,96.732,227.451,337.2549,473.2027,unknown,1.0,(800|800)
000000003501,15.6863,10.4575,789.5425,763.3987,unknown,1.0,(800|800)
000000003553,286.636,0.0,788.7172,578.9227,person,1.0,(800|1199)
000000003553,348.4594,490.8665,689.425,696.9556,unknown,1.0,(800|1199)
000000003661,127.0515,0.0,1153.8782,727.0833,unknown,1.0,(800|1333)
000000003661,0.0,339.5833,241.6063,433.3333,unknown,1.0,(800|1333)
000000003661,1180.9547,39.5833,1335.0829,502.0833,unknown,1.0,(800|1333)
000000003845,2.132,2.1334,1068.132,787.2,unknown,1.0,(800|1066)
000000003845,223.86,0.0,392.288,119.4667,unknown,1.0,(800|1066)
000000003845,292.084,93.8667,906.1,200.5333,unknown,1.0,(800|1066)
000000003845,257.972,439.4667,381.628,578.1334,unknown,1.0,(800|1066)
000000003845,364.572,396.8,569.244,550.4001,unknown,1.0,(800|1066)
000000003845,104.468,345.6,221.728,443.7334,unknown,1.0,(800|1066)
000000003845,407.212,535.4666,554.32,680.5334,unknown,1.0,(800|1066)
000000003845,550.056,403.2,633.204,561.0667,unknown,1.0,(800|1066)
000000003845,362.44,177.0667,439.192,292.2667,unknown,1.0,(800|1066)
000000003845,230.256,181.3333,347.516,262.4,unknown,1.0,(800|1066)
000000003845,307.008,93.8667,901.8359,189.8667,unknown,1.0,(800|1066)
000000003845,449.852,290.1334,594.8279,422.4,unknown,1.0,(800|1066)
000000003934,281.6,481.832,802.1334,756.86,unknown,1.0,(1066|800)
000000003934,66.1333,157.768,219.7333,680.108,person,1.0,(1066|800)
000000003934,629.3334,281.424,695.4667,443.456,person,1.0,(1066|800)
000000003934,198.4,189.748,332.8,360.308,person,1.0,(1066|800)
000000003934,326.4,270.764,352.0,298.48,unknown,1.0,(1066|800)
000000003934,396.8,445.588,465.0667,475.436,unknown,1.0,(1066|800)
000000003934,345.6,645.996,456.5333,665.184,unknown,1.0,(1066|800)
000000003934,324.2667,174.824,437.3333,481.832,person,1.0,(1066|800)
000000003934,430.9333,225.992,499.2,496.756,person,1.0,(1066|800)
000000003934,467.2,596.96,509.8667,660.92,unknown,1.0,(1066|800)
000000003934,750.9333,334.724,776.5334,379.496,unknown,1.0,(1066|800)
000000003934,772.2668,341.12,800.0001,375.232,unknown,1.0,(1066|800)
000000003934,130.1334,317.668,445.8667,995.644,person,1.0,(1066|800)
000000003934,552.5334,302.744,595.2,349.648,person,1.0,(1066|800)
000000004134,746.8563,359.5294,820.225,681.4117,unknown,1.0,(800|1204)
000000004134,443.975,84.7059,1100.5312,792.4706,person,1.0,(800|1204)
000000004134,79.0125,82.8236,603.8813,790.5883,person,1.0,(800|1204)
000000004134,485.3625,310.5883,519.225,384.0,person,1.0,(800|1204)
000000004134,570.0187,231.5294,628.3375,510.1177,person,1.0,(800|1204)
000000004134,882.3062,205.1765,993.3,340.7059,person,1.0,(800|1204)
000000004134,1083.6,199.5294,1198.3563,596.7059,person,1.0,(800|1204)
000000004134,0.0,207.0588,133.5688,508.2353,person,1.0,(800|1204)
000000004134,483.4813,350.1176,585.0688,508.2353,person,1.0,(800|1204)
000000004134,357.4375,222.1176,436.45,481.8824,person,1.0,(800|1204)
000000004134,421.4,480.0,453.3813,528.9412,unknown,1.0,(800|1204)
000000004134,415.7563,457.4118,443.975,523.2942,unknown,1.0,(800|1204)
000000004134,39.5062,464.9412,69.6063,525.1765,unknown,1.0,(800|1204)
000000004134,396.9438,464.9412,594.475,626.8235,unknown,1.0,(800|1204)
000000004134,445.8563,242.8235,502.2938,389.6471,person,1.0,(800|1204)
000000004134,35.7438,278.5882,67.725,414.1176,unknown,1.0,(800|1204)
000000004134,605.7625,276.7058,620.8125,310.5882,unknown,1.0,(800|1204)
000000004134,455.2625,372.7058,470.3125,406.5882,unknown,1.0,(800|1204)
000000004134,479.7188,434.8235,556.8501,510.1176,unknown,1.0,(800|1204)
000000004134,521.1063,342.5882,562.4938,404.7059,unknown,1.0,(800|1204)
000000004134,970.725,267.2941,1012.1125,340.7059,person,1.0,(800|1204)
000000004134,1036.5687,280.4706,1205.8812,801.8824,person,1.0,(800|1204)
000000004134,543.6812,321.8824,566.2563,368.9412,unknown,1.0,(800|1204)
000000004134,0.0,474.3529,107.2313,719.0588,unknown,1.0,(800|1204)
000000004134,650.9125,256.0,720.5187,378.3529,person,1.0,(800|1204)
000000004134,628.3375,346.3529,660.3187,382.1176,unknown,1.0,(800|1204)
000000004395,331.2942,517.3438,515.7647,1188.9501,unknown,1.0,(1204|800)
000000004395,1.8823,1.8812,801.8824,1202.1188,person,1.0,(1204|800)
000000004495,402.948,236.8,558.584,381.8667,unknown,1.0,(800|1066)
000000004495,428.532,422.4001,1061.736,802.1334,unknown,1.0,(800|1066)
000000004495,8.528,315.7333,330.46,699.7333,unknown,1.0,(800|1066)
000000004765,277.1242,164.7059,528.1046,504.5752,person,1.0,(800|800)
000000004765,335.9478,437.9085,707.1896,554.2484,unknown,1.0,(800|800)
000000004795,253.175,188.3333,914.4282,796.6666,cat,1.0,(800|1066)
000000004795,0.0,320.0,291.4844,791.6666,unknown,1.0,(800|1066)
000000004795,31.6468,3.3333,1067.6658,586.6666,unknown,1.0,(800|1066)
000000005001,288.1531,340.0,469.7063,740.0,unknown,1.0,(800|1066)
000000005001,16.6562,53.3334,116.5938,336.6667,person,1.0,(800|1066)
000000005001,374.7656,425.0,587.9656,801.6666,person,1.0,(800|1066)
000000005001,128.2531,406.6667,318.1344,800.0,person,1.0,(800|1066)
000000005001,68.2906,158.3333,248.1781,791.6666,person,1.0,(800|1066)
000000005001,198.2094,135.0,314.8032,450.0,person,1.0,(800|1066)
000000005001,83.2813,96.6667,226.525,238.3333,person,1.0,(800|1066)
000000005001,284.8218,51.6667,419.7375,310.0,person,1.0,(800|1066)
000000005001,494.6906,83.3333,592.9625,230.0,person,1.0,(800|1066)
000000005001,351.4468,146.6666,559.65,470.0,person,1.0,(800|1066)
000000005001,589.6313,151.6666,862.7938,785.0,person,1.0,(800|1066)
000000005001,722.8813,66.6666,842.8062,268.3333,person,1.0,(800|1066)
000000005001,706.225,36.6667,782.8438,156.6667,person,1.0,(800|1066)
000000005001,891.1094,458.3333,991.0469,580.0,unknown,1.0,(800|1066)
000000005001,832.8124,265.0,909.4312,431.6667,bicycle,1.0,(800|1066)
000000005001,346.45,101.6667,496.3562,351.6667,person,1.0,(800|1066)
000000005001,749.5312,556.6666,784.5093,655.0,unknown,1.0,(800|1066)
000000005001,871.1219,43.3333,1065.9999,525.0,person,1.0,(800|1066)
000000005037,186.2438,37.647,1081.7188,702.1176,bus,1.0,(800|1204)
000000005037,1076.0751,466.8235,1130.6312,504.4706,car,1.0,(800|1204)
000000005037,52.675,425.4118,84.6562,464.9412,person,1.0,(800|1204)
000000005037,33.8625,416.0,58.3188,466.8235,person,1.0,(800|1204)
000000005037,16.9312,417.8824,41.3875,464.9412,person,1.0,(800|1204)
000000005037,1119.3436,455.5294,1155.0874,512.0,person,1.0,(800|1204)
