BBOX: tensor([386.5719, 165.2582, 467.2641, 229.1080]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([527.3140, 326.7606, 547.9562, 343.6620]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([304.0031, 413.1455, 418.4734, 456.3380]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([397.8313, 403.7559, 422.2266, 418.7793]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([397.8313, 386.8545, 456.0047, 420.6573]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([228.9406, 101.4084, 307.7563, 386.8545]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([313.3859, 161.5023, 377.1891, 324.8826]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([369.6828, 184.0376, 472.8937, 311.7371]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([482.2766, 150.2347, 568.5984, 309.8591]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([570.4750, 178.4037, 638.0312, 313.6150]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([799.4156, 138.9671, 902.6265, 364.3192]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([880.1078, 133.3333, 966.4297, 396.2441]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 979.5656,  144.6009, 1077.1469,  492.0188]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([1054.6281,  204.6948, 1199.1234,  518.3098]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([1075.2703,  146.4789, 1139.0735,  266.6667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([641.7844, 161.5024, 722.4766, 200.9390]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([335.9047, 206.5728, 367.8062, 283.5681]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([525.4375, 339.9061, 538.5734, 345.5399]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([499.1656, 324.8826, 516.0547, 343.6620]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([510.4250, 324.8826, 519.8078, 336.1502]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([521.6844, 321.1267, 536.6968, 339.9061]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([487.9062, 300.4695, 576.1047, 347.4178]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([559.2156, 323.0047, 570.4750, 334.2723]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([375.3125, 398.1220, 397.8313, 416.9014]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([1013.3438,  107.0422, 1112.8015,  206.5728]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([  0.0000, 375.5869,  84.4453, 445.0704]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 33.7781, 540.8450, 255.2125, 642.2535]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([544.2031, 306.1032, 639.9077, 353.0516]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([300.2500, 302.3474, 604.2531, 458.2159]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 176.3968,  105.1643, 1095.9125,  461.9719]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([  13.1360,  516.4319, 1199.1234,  800.0000]), LABEL: unknown (ID: 80), PROB: 1.0
IMAGE_INFO: 800, 1201
